"grappe","menage","vague","s20bq01","s20bq03","s20bq04a","s20bq04b","s20bq04c","s20bq04d","s20bq06a","s20bq06b","s20bq07a","s20bq07b","s20bq07c","s20bq08__1","s20bq08__2","s20bq08__3","s20bq08__4","s20bq09","s20bq10","s20bq11","s20bq12__1","s20bq12__2","s20bq12__3","s20bq12a1","s20bq12b1","s20bq12c1","s20bq12d1","s20bq12a2","s20bq12b2","s20bq12c2","s20bq12d2","s20bq13a","s20bq13b2","s20bq13c","s20bq13d","s20bq13e","s20bq13f","s20bq13g","s20bq13h","s20bq13i","s20bq13j","s20bq14a","s20bq14b","s20bq14c","s20bq15a","s20bq15b","s20bq15c","s20bq16","s20bq17a","s20bq17b","s20bq18a","s20bq18b","s20bq18c","s20bq18d","s20bq18e","s20bq18f","s20bq18g","s20bq18g_autre"
11,15,1,2,3,4,4,4,2,1,1,3,3,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,2,2,2,2,2,2,2,4,3,2,3,2,3,2,2,3,4,3,3,3,3,3,2,3,3,
12,1,2,1,1,1,2,1,2,1,1,3,3,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,3,2,4,4,3,4,4,4,4,2,4,2,4,4,4,4,4,4,2,3,3,3,3,3,1,"odate"
12,2,2,1,4,3,1,4,4,1,1,3,1,1,2,2,2,2,3,3,4,0,0,1,,,,,,,,,3,3,3,3,1,1,1,1,4,4,2,4,2,2,3,2,4,4,2,3,3,3,3,3,3,3,
12,3,2,3,3,4,2,4,2,2,1,2,2,2,2,2,1,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,1,3,2,3,2,3,4,4,2,3,2,3,3,2,3,3,
12,5,2,3,3,3,1,3,2,1,1,1,1,1,2,2,2,2,2,3,3,0,0,1,,,,,,,,,3,3,2,2,1,2,2,2,2,2,2,1,2,2,2,3,3,3,3,3,3,3,1,1,3,3,
12,6,2,3,2,3,2,4,1,2,1,1,1,2,2,2,1,2,3,2,1,0,0,1,,,,,,,,,2,1,2,2,2,2,2,2,2,3,1,2,2,2,2,3,3,3,2,3,3,3,3,2,3,3,
12,7,2,3,3,3,3,4,3,1,2,3,2,3,2,2,2,1,2,3,1,0,0,1,,,,,,,,,2,1,3,2,4,4,4,4,4,4,2,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,
12,8,2,3,3,4,1,4,2,1,1,1,1,1,2,2,2,2,3,3,1,0,0,1,,,,,,,,,3,1,1,1,1,1,1,2,3,3,1,4,2,2,2,2,4,2,1,3,3,3,3,3,3,3,
12,9,2,3,3,3,2,4,2,2,1,1,2,2,2,2,1,1,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,3,3,2,1,3,2,2,2,3,4,4,2,3,3,2,3,2,3,3,
12,11,2,2,3,2,1,3,3,1,1,1,2,2,2,2,2,1,4,2,1,1,0,0,20000,"education","transfert ecole",15000,,,,,2,3,1,1,2,1,1,1,4,3,2,4,2,4,4,1,2,2,2,3,2,3,3,3,1,3,
12,13,2,3,1,3,1,3,1,1,1,2,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,4,2,1,1,1,1,1,1,3,3,2,4,1,2,2,2,3,3,2,3,3,3,2,3,3,3,
12,14,2,3,3,2,2,4,3,1,1,1,1,3,2,2,2,2,2,3,3,0,0,1,,,,,,,,,2,2,2,3,3,3,3,3,3,3,1,3,2,2,2,1,3,3,3,3,3,3,3,3,3,3,
12,15,2,3,3,4,2,4,2,1,1,1,3,3,2,1,1,1,2,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,3,3,3,1,4,2,3,2,3,4,4,2,3,3,3,2,2,2,3,
13,1,1,1,1,3,2,4,2,1,2,1,1,2,2,2,2,2,2,3,2,1,0,0,5,"poicier","dans la rue à moto",1000,,,,,2,2,2,2,2,2,2,2,3,3,1,3,2,1,1,1,4,4,3,3,3,3,2,3,3,3,
13,3,1,2,2,1,1,4,1,1,1,1,1,1,2,2,2,2,3,3,1,0,0,1,,,,,,,,,2,2,2,3,3,3,3,3,4,3,1,3,1,2,1,1,4,4,4,3,3,1,3,3,3,3,
13,6,1,2,2,4,3,4,2,2,1,2,2,3,2,2,1,2,1,3,2,0,0,1,,,,,,,,,3,2,2,3,3,3,3,3,4,4,2,3,2,3,2,2,3,3,2,3,3,3,2,3,3,3,
13,7,1,3,3,3,2,4,2,2,1,1,2,2,2,2,1,2,2,2,2,0,0,1,,,,,,,,,2,1,1,2,2,2,3,3,3,3,2,3,2,3,2,2,4,3,1,3,3,3,3,1,2,3,
13,8,1,2,4,1,1,4,1,2,2,1,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,4,4,4,2,3,3,3,3,3,3,
13,10,1,4,2,3,3,4,2,1,1,2,2,3,2,2,1,2,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,1,3,2,3,2,2,4,3,2,3,3,2,2,3,3,3,
13,11,1,2,3,4,1,4,1,1,1,2,3,3,2,2,1,2,2,2,2,0,0,1,,,,,,,,,3,1,2,1,3,3,3,3,4,3,1,3,2,2,1,3,3,4,2,3,2,3,1,3,3,2,"Ande defar sama juma deuk"
13,12,1,2,3,1,1,3,1,1,1,1,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,4,4,4,3,3,3,3,3,3,3,
13,13,1,3,2,4,1,4,2,1,1,1,1,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,2,2,2,4,4,4,4,4,4,2,4,2,2,1,1,4,4,3,3,3,3,3,3,3,3,
13,14,1,1,2,4,2,4,2,1,2,1,1,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,3,3,3,2,3,2,1,4,2,1,1,1,3,3,3,3,3,3,3,3,3,3,
13,15,1,1,3,1,1,4,1,1,1,3,3,3,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,3,3,3,3,2,4,4,1,4,2,2,1,2,4,4,4,3,3,3,3,3,3,3,
13,16,1,3,2,3,1,4,2,1,2,1,1,2,2,2,2,2,3,3,2,0,0,1,,,,,,,,,2,1,1,1,2,1,1,1,4,2,1,4,2,2,1,1,3,3,3,3,3,3,3,3,3,3,
14,1,2,1,3,3,2,4,2,2,2,1,3,3,2,1,1,1,1,2,2,0,0,1,,,,,,,,,3,1,3,3,3,3,3,3,3,3,2,4,2,3,2,3,3,3,2,3,2,3,3,3,3,3,
14,2,2,3,3,4,2,4,2,2,1,2,2,3,2,2,1,2,3,2,2,0,0,1,,,,,,,,,3,2,2,2,1,2,2,2,4,3,1,3,2,3,2,3,4,4,2,3,3,3,3,2,3,3,
14,3,2,2,1,3,3,3,2,2,1,2,3,2,2,2,2,2,3,3,2,0,0,1,,,,,,,,,3,2,2,2,4,2,2,2,2,3,2,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,
14,4,2,1,4,4,3,2,3,1,1,2,3,2,1,2,2,2,2,3,3,0,0,1,,,,,,,,,4,4,4,4,4,4,4,4,4,4,2,4,2,3,3,3,3,2,2,3,3,3,1,2,3,3,
14,5,2,4,4,3,1,4,4,1,1,1,1,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,3,3,1,1,1,1,1,2,4,2,2,4,2,2,1,2,4,1,1,3,3,3,3,2,3,3,
14,6,2,2,4,4,1,4,3,1,2,1,2,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,4,2,1,1,1,1,1,3,3,3,2,3,2,3,2,2,3,2,1,3,1,1,1,1,3,3,
14,7,2,2,2,2,2,3,3,1,1,3,2,2,2,2,2,1,2,3,3,0,0,1,,,,,,,,,2,2,2,3,3,3,2,2,2,1,2,1,2,2,2,1,2,3,3,3,2,3,1,3,3,3,
14,8,2,1,2,1,3,2,1,1,1,3,4,3,1,2,2,2,2,2,3,0,0,1,,,,,,,,,2,1,1,1,1,2,3,3,4,3,2,4,2,3,1,2,3,3,3,3,3,3,3,3,3,3,
14,9,2,3,3,4,1,4,2,1,1,1,1,1,2,2,2,2,2,3,3,0,0,1,,,,,,,,,4,1,1,1,1,1,1,1,3,2,2,3,2,3,3,3,3,3,1,3,3,3,3,3,3,3,
14,10,2,3,3,4,1,2,1,1,1,1,1,1,2,2,2,2,2,3,1,0,0,1,,,,,,,,,3,3,1,1,1,1,2,3,4,2,2,3,2,3,3,1,3,1,1,3,3,3,3,3,3,3,
14,11,2,3,3,4,2,4,2,2,1,2,2,3,2,2,1,2,2,3,2,0,0,1,,,,,,,,,2,2,3,2,2,2,2,2,3,3,1,3,2,2,2,3,4,4,2,3,2,3,3,2,3,3,
14,12,2,3,3,4,2,4,1,2,1,2,2,3,2,2,1,2,3,2,2,0,0,1,,,,,,,,,3,2,2,2,2,2,2,2,3,3,1,4,2,3,3,4,4,4,2,2,2,3,3,2,3,3,
15,1,1,1,1,3,1,4,1,2,2,3,2,2,2,2,1,2,1,2,1,0,0,1,,,,,,,,,1,1,1,2,2,1,1,3,4,3,1,3,2,1,1,1,2,3,2,3,2,3,3,3,3,3,
15,2,1,2,2,2,2,4,2,1,1,2,2,3,1,1,2,1,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,1,1,1,3,2,2,1,1,3,2,2,3,3,3,3,3,3,3,
15,3,1,3,3,2,3,4,1,1,1,2,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,2,1,1,1,2,1,1,1,2,2,1,3,1,3,2,2,4,4,4,3,3,3,2,3,3,3,
15,5,1,1,1,2,1,4,1,2,2,3,2,2,1,2,1,2,2,2,1,0,0,1,,,,,,,,,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,3,2,3,3,3,3,3,3,3,
15,6,1,1,2,2,1,4,1,2,2,2,2,4,1,2,1,2,1,2,1,0,0,1,,,,,,,,,1,1,1,2,3,1,1,3,4,3,1,2,2,1,1,1,3,2,2,3,3,3,3,3,3,3,
15,7,1,1,1,2,1,4,1,2,2,2,2,2,2,1,1,2,2,2,1,0,0,1,,,,,,,,,1,1,1,2,2,1,3,2,1,2,1,2,2,1,1,1,3,4,3,2,2,3,2,3,3,3,
15,8,1,3,3,1,2,4,1,2,2,1,1,1,2,2,2,2,3,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,2,1,1,3,1,3,2,3,4,4,4,3,3,3,3,3,3,3,
15,9,1,3,2,2,3,4,2,1,1,2,2,2,1,1,1,1,2,2,1,0,0,1,,,,,,,,,1,2,3,1,1,1,1,1,1,2,1,3,1,2,1,1,3,3,3,3,3,2,2,3,2,3,
15,12,1,2,1,2,2,4,2,1,1,2,2,4,1,2,1,1,2,3,2,0,0,1,,,,,,,,,2,2,1,2,2,2,2,2,3,3,1,3,2,2,1,1,2,2,2,3,3,2,3,3,3,3,
15,13,1,3,3,3,3,4,1,2,2,3,4,3,1,1,1,1,3,2,1,0,0,1,,,,,,,,,3,2,2,2,2,2,2,3,3,3,1,3,1,3,2,1,3,3,3,2,2,2,3,3,2,3,
15,14,1,3,3,3,3,4,1,2,2,2,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,3,1,3,2,2,4,4,4,3,3,3,2,3,3,3,
15,15,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,2,2,0,0,1,,,,,,,,,3,2,2,3,2,2,2,2,4,3,1,3,2,2,2,2,3,3,3,3,2,2,2,2,3,3,
16,1,2,2,2,2,3,3,3,1,1,3,2,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,2,3,3,2,3,1,3,3,3,
16,2,2,2,4,4,1,4,1,1,1,2,3,4,2,2,2,2,3,3,1,0,0,1,,,,,,,,,3,3,3,1,1,1,1,3,2,3,2,4,2,2,2,2,4,4,1,3,3,3,3,3,3,3,
16,3,2,3,1,4,1,4,3,1,1,1,1,1,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,1,1,1,1,1,1,2,3,3,2,3,2,2,3,3,3,4,1,2,2,3,3,3,3,3,
16,4,2,2,2,2,2,4,1,2,1,2,1,1,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,1,3,2,1,1,1,3,3,3,3,3,1,1,1,3,3,
16,5,2,3,3,4,2,4,2,2,1,2,2,3,2,2,1,2,3,2,2,0,0,1,,,,,,,,,2,1,2,2,1,2,2,2,3,3,1,4,2,3,2,3,4,4,3,3,2,3,3,2,3,3,
16,6,2,3,3,4,3,4,2,2,1,2,2,2,2,2,1,2,3,2,2,0,0,1,,,,,,,,,2,1,2,2,2,2,2,2,3,3,1,3,2,3,2,3,4,4,2,3,3,3,3,3,3,3,
16,7,2,4,4,4,1,4,4,1,1,1,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,3,3,1,1,1,1,2,2,4,3,2,1,2,2,2,1,4,1,1,3,3,3,3,3,3,3,
16,8,2,2,4,3,2,4,1,2,1,3,1,1,2,2,2,2,3,3,2,0,0,1,,,,,,,,,3,2,3,2,2,2,3,2,3,3,1,4,1,2,2,2,4,4,4,3,3,3,3,3,3,3,
16,9,2,1,3,2,2,3,3,1,1,2,2,3,2,2,1,1,2,3,2,0,0,1,,,,,,,,,4,2,2,2,3,3,3,3,3,3,2,2,2,3,2,3,2,3,3,3,2,3,1,3,3,3,
16,10,2,3,3,4,3,4,2,2,1,2,2,1,2,2,1,1,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,4,3,1,3,1,3,2,3,4,4,2,3,3,2,3,2,2,3,
16,11,2,1,3,2,2,3,3,1,1,1,1,3,2,2,2,2,2,3,3,0,0,1,,,,,,,,,4,3,3,4,4,4,4,4,4,4,2,4,2,3,3,2,3,2,3,3,3,3,3,3,3,3,
16,12,2,1,3,2,2,3,3,1,1,2,2,2,1,2,2,2,2,3,1,0,0,1,,,,,,,,,3,2,3,3,3,3,3,3,3,3,1,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,
17,1,1,3,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,3,3,3,3,3,3,3,3,3,3,
17,2,1,1,2,1,1,4,1,1,1,3,3,2,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,2,1,2,3,2,2,2,4,3,1,3,2,2,2,1,3,3,3,3,2,3,3,3,3,3,
17,4,1,2,3,4,2,4,2,1,1,2,2,3,2,2,1,2,2,2,2,0,0,1,,,,,,,,,2,2,2,2,3,3,3,2,4,3,1,3,2,2,2,3,3,3,2,3,2,3,2,1,3,3,
17,5,1,3,3,2,1,4,1,1,1,1,2,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,4,4,4,3,3,3,3,3,3,3,
17,6,1,2,3,3,2,4,2,1,1,2,2,3,2,2,1,1,2,2,2,0,0,1,,,,,,,,,2,1,1,2,2,2,3,3,4,3,1,3,2,2,2,3,4,4,2,2,2,3,2,2,3,3,
17,7,1,2,2,4,2,4,2,1,2,1,1,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,1,1,2,4,2,2,2,2,2,1,4,2,2,1,1,3,3,3,3,3,3,3,3,3,3,
17,8,1,2,2,3,2,4,2,1,2,1,1,2,2,2,2,2,2,3,1,1,0,0,1,"tribunal","casier judiciaire",2000,,,,,2,2,1,2,2,2,2,2,2,2,2,4,2,3,1,1,4,4,3,3,3,3,3,3,3,3,
17,10,1,2,3,1,1,4,1,1,1,1,1,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,4,4,4,3,2,3,2,3,3,3,
17,12,1,3,3,3,1,4,1,1,1,3,3,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,1,1,1,2,2,2,2,2,3,3,1,4,2,2,1,2,3,3,3,3,3,3,3,3,3,3,
17,13,1,2,2,4,2,4,2,1,2,2,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,3,4,2,3,4,4,3,1,3,2,2,1,1,3,3,3,3,3,3,3,3,3,3,
17,14,1,3,2,4,2,4,2,2,1,1,2,2,2,2,1,2,2,3,2,0,0,1,,,,,,,,,2,1,2,2,2,2,3,3,3,3,1,3,1,2,2,2,3,4,2,3,2,3,2,3,3,3,
17,15,1,2,3,4,3,4,2,2,1,2,1,2,2,2,1,2,3,3,2,0,0,1,,,,,,,,,2,1,1,1,2,2,2,2,3,3,1,4,2,3,2,4,3,4,2,3,2,2,2,3,3,3,
18,1,2,3,3,4,3,4,2,2,1,2,2,2,2,2,1,2,3,2,2,0,0,1,,,,,,,,,2,1,2,2,1,1,2,2,4,3,1,4,2,3,2,3,4,4,2,3,3,3,3,2,3,3,
18,2,2,1,1,1,1,4,2,1,1,2,2,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,2,2,2,1,2,1,2,2,3,3,2,1,2,3,2,2,2,2,2,1,1,3,1,3,3,3,
18,3,2,2,2,2,2,4,4,1,2,1,1,3,2,2,2,2,2,2,4,0,0,1,,,,,,,,,1,2,1,1,1,2,1,1,4,3,2,3,2,3,4,2,2,3,1,3,3,3,3,3,3,3,
18,4,2,3,3,4,2,4,2,2,1,2,2,3,2,1,1,2,2,2,2,0,0,1,,,,,,,,,2,2,3,3,2,2,2,2,3,3,1,4,2,3,3,3,4,4,2,2,2,3,3,2,3,3,
18,5,2,2,3,4,2,4,2,2,1,2,2,2,2,2,1,2,3,2,2,0,0,1,,,,,,,,,2,1,2,2,2,2,2,2,3,3,1,4,2,2,2,3,4,4,2,3,2,3,3,2,2,3,
18,6,2,3,3,3,1,4,4,1,1,1,1,1,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,3,1,1,1,1,1,1,2,3,2,4,2,2,3,2,2,3,1,3,3,3,1,3,3,3,
18,7,2,2,1,3,1,4,1,1,1,1,1,1,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,2,2,1,1,1,1,1,1,2,2,4,2,2,2,1,2,2,2,3,3,3,3,3,3,3,
18,8,2,3,4,4,2,4,2,2,1,2,2,3,2,2,1,2,2,2,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,1,3,1,3,3,3,4,4,2,3,3,3,2,3,3,3,
18,9,2,2,1,1,1,4,3,1,1,2,2,3,1,2,2,2,2,3,2,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,2,3,2,1,1,1,1,3,3,2,3,3,3,3,3,3,
18,10,2,3,3,3,1,4,3,1,1,1,1,1,2,2,2,2,2,3,1,0,0,1,,,,,,,,,3,3,3,1,1,1,1,3,1,1,2,1,2,1,1,2,1,2,1,3,3,3,3,3,3,3,
18,11,2,2,2,3,1,3,3,1,1,1,2,3,2,2,2,2,3,3,3,0,0,1,,,,,,,,,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,
18,12,2,3,2,3,2,3,2,1,1,3,3,2,2,2,2,2,2,3,4,0,0,1,,,,,,,,,4,4,4,4,4,4,4,3,4,4,2,3,2,4,3,3,2,2,2,3,1,2,2,3,3,3,
19,1,1,2,2,4,2,4,2,1,1,1,1,2,2,2,1,2,2,2,1,0,0,1,,,,,,,,,1,1,1,1,2,2,2,2,2,2,1,4,2,2,2,2,3,4,4,1,3,2,3,3,3,3,
19,2,1,3,3,3,3,3,2,2,1,2,2,2,1,1,1,1,2,2,2,1,0,0,2,"embarquement aeroport","voyage",50000,,,,,2,2,1,2,2,2,2,3,3,2,1,3,2,3,3,3,3,4,2,3,3,2,3,2,3,3,
19,4,1,3,3,2,2,3,1,1,1,1,2,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,2,1,1,3,3,3,1,4,3,2,4,2,3,1,2,4,4,4,3,3,3,3,2,3,3,
19,7,1,3,4,1,1,4,1,1,1,1,2,1,2,2,2,2,2,2,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,4,2,4,2,3,4,4,4,3,2,3,3,2,2,2,"association GADOU guoupe ande defar te oubi keur boye"
19,8,1,2,2,2,1,2,1,1,1,1,1,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,2,1,2,2,2,2,1,1,1,1,4,2,2,2,2,4,4,4,3,2,3,3,3,3,3,
19,10,1,2,2,2,1,4,2,1,1,1,1,2,2,2,2,2,1,3,1,0,0,1,,,,,,,,,2,1,1,2,2,2,1,1,1,3,1,4,1,3,1,2,4,4,4,2,3,3,3,3,3,3,
19,12,1,1,1,4,2,4,3,1,1,3,2,4,2,2,1,1,1,1,1,0,0,1,,,,,,,,,4,3,4,4,4,4,4,4,4,4,1,1,1,2,1,1,1,4,4,3,3,3,3,2,3,3,
19,13,1,3,3,3,2,4,2,1,1,2,2,2,1,1,1,1,2,2,2,0,0,1,,,,,,,,,3,2,1,2,2,2,2,3,4,2,2,4,2,3,2,3,3,4,2,3,2,3,2,3,3,3,
19,14,1,3,3,3,4,4,1,1,1,1,4,3,2,2,2,2,2,2,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,1,4,2,4,1,1,3,1,1,2,3,3,2,3,1,3,
19,15,1,2,3,4,2,4,1,2,1,1,3,3,1,1,1,1,2,2,2,1,0,0,2,"Douane","dedouanement",400000,,,,,2,2,2,2,2,2,2,2,4,3,1,3,2,3,2,3,3,4,3,2,2,2,2,2,3,3,
19,16,1,1,2,3,2,1,1,1,1,1,1,1,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,4,2,2,2,2,4,4,4,3,3,3,3,2,3,3,
19,17,1,2,2,3,2,4,2,1,1,2,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,3,3,3,3,3,3,3,3,3,3,2,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,
20,1,2,3,4,4,2,2,3,1,1,1,2,2,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,1,1,1,1,1,2,4,2,2,2,2,2,2,2,2,3,1,3,3,3,3,3,3,3,
20,3,2,2,3,2,2,3,3,2,1,2,2,2,1,2,2,2,3,3,1,0,0,1,,,,,,,,,4,1,2,2,3,3,3,3,3,4,2,3,2,1,2,2,3,3,2,3,2,3,1,3,3,3,
20,4,2,4,4,4,1,4,4,1,1,1,1,2,2,2,2,2,3,3,1,0,0,1,,,,,,,,,4,3,1,1,1,1,1,3,4,4,1,4,2,2,2,2,2,2,1,3,3,3,3,3,3,3,
20,6,2,3,3,4,2,4,2,1,1,1,2,2,2,2,1,2,3,3,2,1,0,0,1,"douane","dedouanement de mon conteneur",200000,,,,,3,1,1,3,2,2,2,2,3,3,1,4,2,3,3,3,4,4,2,3,2,3,2,2,3,3,
20,7,2,3,3,4,2,4,2,1,1,2,2,3,2,2,1,2,2,2,2,0,0,1,,,,,,,,,2,1,2,2,1,2,2,2,3,3,1,3,2,2,2,3,4,4,2,3,2,3,2,3,3,3,
20,8,2,1,2,2,2,3,2,2,2,3,3,2,2,2,2,1,1,2,1,0,0,1,,,,,,,,,2,1,1,1,3,3,1,1,4,4,2,3,2,2,2,2,2,1,3,2,2,2,2,3,3,3,
20,9,2,4,4,4,1,4,1,1,1,1,2,1,2,2,2,2,2,3,1,0,0,1,,,,,,,,,4,2,1,1,1,1,1,3,4,4,1,4,2,2,1,1,1,2,2,3,3,3,3,3,3,3,
20,10,2,3,3,4,2,4,1,2,1,2,2,2,2,2,1,2,3,2,2,0,0,1,,,,,,,,,2,1,2,2,2,2,2,2,3,3,1,3,1,2,2,4,4,4,2,3,3,2,2,3,3,3,
20,11,2,2,3,4,2,4,2,2,1,2,2,2,2,2,1,2,3,2,2,0,0,1,,,,,,,,,2,1,2,2,1,2,2,2,3,2,1,3,2,3,2,3,4,4,2,3,2,2,3,2,3,3,
20,12,2,2,2,3,3,3,2,1,1,2,2,3,1,1,2,2,3,3,2,0,0,1,,,,,,,,,4,3,2,3,3,3,4,2,3,4,2,3,2,2,2,1,2,1,2,3,3,3,3,3,3,3,
20,13,2,1,1,2,2,4,3,1,1,1,2,2,1,2,1,2,2,3,1,0,0,1,,,,,,,,,1,2,1,4,4,4,4,4,4,4,1,4,1,1,2,2,2,2,2,3,3,3,1,3,3,3,
20,14,2,3,4,4,1,4,3,1,1,2,4,3,2,2,2,2,3,3,1,0,0,1,,,,,,,,,4,3,1,1,1,1,1,1,4,3,2,3,2,2,2,2,2,3,1,3,3,3,3,3,3,3,
21,2,1,2,2,3,2,4,1,1,1,2,2,4,2,2,1,1,2,2,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,1,4,1,3,1,2,3,3,3,2,2,2,2,2,3,3,
21,6,1,1,1,1,1,4,1,1,1,1,3,1,2,2,2,2,1,3,1,0,0,1,,,,,,,,,3,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,4,4,4,3,3,3,3,3,3,3,
21,7,1,3,4,3,1,4,1,1,1,1,1,3,2,2,2,2,4,3,1,0,0,1,,,,,,,,,1,1,1,1,1,1,1,1,3,1,1,4,2,3,1,1,4,4,4,3,3,3,3,2,3,3,
21,8,1,3,3,3,2,4,1,1,1,1,2,3,2,2,2,2,3,3,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,1,3,3,1,3,2,3,1,1,4,4,2,3,2,3,2,2,3,3,
21,10,1,2,1,1,1,3,1,2,1,2,3,1,2,2,2,2,2,2,1,0,0,1,,,,,,,,,1,1,1,2,2,2,1,2,3,3,1,3,2,2,2,1,4,4,4,3,3,3,1,3,3,3,
21,11,1,2,2,3,2,3,1,1,1,2,2,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,1,2,2,2,2,2,2,2,3,3,1,3,2,3,2,2,4,4,4,1,3,3,2,2,3,3,
21,13,1,1,1,1,1,4,1,1,1,1,3,1,2,2,2,2,1,2,1,0,0,1,,,,,,,,,4,1,1,1,1,1,1,1,1,1,1,4,2,1,1,1,4,4,4,3,3,2,3,3,3,3,
21,14,1,1,1,1,1,2,1,1,1,3,1,3,2,2,2,2,2,3,2,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,4,4,1,3,2,2,1,1,4,4,4,3,3,3,1,3,3,3,
21,15,1,2,3,1,1,3,1,1,1,1,1,3,2,2,2,2,3,3,1,0,0,1,,,,,,,,,2,1,1,1,1,1,1,1,4,3,1,3,1,3,1,1,4,4,3,2,2,2,2,3,3,3,
21,16,1,1,2,4,2,3,1,1,1,2,2,2,2,2,1,2,2,2,1,0,0,1,,,,,,,,,2,2,2,2,1,1,1,1,3,4,1,4,1,3,1,2,3,3,3,1,1,2,1,2,3,3,
21,17,1,2,3,3,2,3,2,1,1,1,2,3,2,2,2,2,2,3,1,0,0,1,,,,,,,,,2,2,2,2,2,2,2,2,3,3,1,4,2,3,1,1,4,4,4,2,2,3,2,2,3,3,
21,18,1,4,3,3,2,4,1,1,1,1,1,1,2,2,2,2,4,3,1,0,0,1,,,,,,,,,3,2,2,2,1,1,1,1,3,3,1,3,2,2,1,1,3,4,3,3,3,3,3,3,3,3,
22,1,2,3,3,3,1,4,1,1,1,1,1,1,2,2,2,2,3,3,3,0,0,1,,,,,,,,,3,3,3,2,3,3,3,3,3,3,1,3,2,2,2,2,2,2,4,3,3,3,3,3,3,3,
22,2,2,2,2,3,3,4,3,1,1,2,2,2,1,1,2,2,2,2,2,0,0,1,,,,,,,,,3,3,2,2,3,3,3,3,3,3,2,3,2,2,3,4,3,3,1,3,3,3,2,2,3,3,
