"grappe","menage","vague","s13q00","s13q01","s13q02","s13q03","s13q04","s13q05","s13q06","s13q07","s13q08","s13q09"
505,8,1,7,2,,2,,2,1,2,2,1
505,9,1,2,1,1,2,,1,2,2,2,1
505,10,1,1,2,,2,,2,1,2,2,1
505,11,1,1,2,,1,2,2,2,2,2,0
505,12,1,7,2,,2,,2,2,2,2,0
506,1,2,1,2,,2,,2,2,1,1,1
506,2,2,2,2,,2,,2,2,2,2,0
506,3,2,1,2,,2,,2,1,2,2,1
506,4,2,1,2,,2,,2,2,1,2,1
506,5,2,1,2,,2,,2,2,1,2,1
506,6,2,1,2,,2,,2,1,2,2,1
506,7,2,2,2,,2,,2,2,2,2,0
506,8,2,1,2,,2,,2,1,2,1,1
506,9,2,1,2,,2,,2,2,2,2,0
506,10,2,1,2,,2,,2,2,2,2,0
506,11,2,1,2,,2,,2,2,2,2,0
506,12,2,1,2,,2,,2,2,2,2,0
507,1,1,8,2,,1,2,2,2,2,2,0
507,2,1,1,2,,2,,2,1,2,2,1
507,3,1,1,2,,2,,2,2,2,2,0
507,4,1,1,2,,2,,2,2,2,2,0
507,5,1,1,2,,2,,2,2,2,2,0
507,6,1,1,2,,1,1,1,2,2,2,1
507,7,1,1,2,,2,,2,2,2,2,0
507,8,1,1,1,2,2,,2,2,2,2,0
507,9,1,1,1,1,2,,2,2,2,2,1
507,10,1,2,1,1,1,1,1,1,2,2,1
507,11,1,1,2,,2,,2,2,1,2,1
507,12,1,1,2,,2,,2,1,1,2,1
508,1,1,4,2,,2,,2,1,2,2,1
508,2,1,2,2,,2,,2,2,2,1,1
508,3,1,1,2,,2,,2,1,2,2,1
508,4,1,1,2,,2,,2,2,2,2,0
508,5,1,2,2,,2,,2,2,2,2,0
508,6,1,1,2,,2,,2,2,1,2,1
508,7,1,2,2,,2,,2,2,2,2,0
508,8,1,4,2,,2,,2,2,2,2,0
508,9,1,9,2,,2,,2,2,2,2,0
508,10,1,5,2,,2,,2,1,2,1,1
508,11,1,1,2,,2,,2,2,2,2,0
508,12,1,1,2,,2,,2,1,2,2,1
509,1,2,1,2,,2,,2,1,2,2,1
509,2,2,4,2,,2,,2,1,2,2,1
509,3,2,1,2,,2,,2,1,1,1,1
509,4,2,1,2,,2,,2,2,1,2,1
509,5,2,1,2,,2,,2,2,2,2,0
509,6,2,2,2,,2,,2,2,2,2,0
509,7,2,14,2,,1,2,2,1,2,2,1
509,9,2,1,2,,1,1,1,2,2,2,1
509,10,2,2,2,,2,,1,1,2,1,1
509,11,2,1,2,,2,,2,1,2,2,1
509,12,2,1,2,,2,,2,1,1,1,1
509,13,2,2,2,,1,2,1,2,2,2,1
510,1,1,1,1,2,1,2,2,2,2,2,0
510,2,1,11,2,,2,,2,1,1,2,1
510,3,1,1,2,,2,,2,2,1,2,1
510,4,1,1,2,,2,,2,2,2,2,0
510,5,1,1,2,,2,,2,2,2,2,0
510,6,1,1,2,,2,,2,2,2,2,0
510,7,1,8,1,1,1,2,2,1,2,2,1
510,8,1,1,1,1,2,,2,1,2,2,1
510,10,1,1,2,,1,2,2,1,2,2,1
510,11,1,1,2,,2,,2,1,2,2,1
510,13,1,15,2,,1,1,2,2,2,2,1
510,14,1,1,2,,2,,1,2,1,1,1
511,1,2,1,2,,1,1,2,2,2,2,1
511,2,2,1,2,,2,,2,1,2,2,1
511,3,2,1,2,,2,,2,2,2,2,0
511,4,2,1,2,,2,,2,1,2,2,1
511,5,2,1,2,,1,2,2,2,2,1,1
511,6,2,9,2,,2,,2,2,2,2,0
511,7,2,1,2,,2,,2,1,2,2,1
511,8,2,2,2,,2,,2,2,2,2,0
511,9,2,1,1,1,1,1,1,2,2,2,1
511,10,2,1,1,1,2,,2,2,2,2,1
511,11,2,2,1,1,2,,2,1,2,2,1
511,12,2,6,2,,2,,2,1,2,2,1
512,1,1,2,2,,2,,2,2,2,2,0
512,2,1,1,2,,2,,2,2,2,2,0
512,3,1,16,2,,2,,2,2,2,2,0
512,4,1,1,2,,2,,2,2,2,2,0
512,5,1,1,2,,2,,2,2,2,2,0
512,6,1,9,2,,2,,2,1,2,2,1
512,7,1,1,2,,2,,2,2,2,2,0
512,8,1,6,2,,2,,2,1,2,2,1
512,9,1,1,2,,2,,2,2,2,2,0
512,10,1,1,2,,2,,2,1,2,2,1
512,11,1,1,2,,2,,2,2,2,2,0
512,12,1,1,2,,2,,2,1,2,2,1
513,1,2,1,2,,2,,2,2,1,2,1
513,2,2,3,2,,2,,2,1,2,1,1
513,3,2,4,1,1,2,,1,2,2,2,1
513,4,2,2,1,1,2,,2,1,2,2,1
513,5,2,1,2,,2,,2,2,2,2,0
513,6,2,1,2,,2,,2,2,2,2,0
513,7,2,4,2,,2,,1,1,2,2,1
513,8,2,10,1,1,2,,2,1,1,2,1
513,9,2,7,2,,2,,2,1,2,2,1
513,11,2,1,2,,2,,2,1,2,1,1
513,12,2,1,2,,2,,2,2,2,2,0
513,13,2,1,2,,2,,2,1,2,1,1
514,1,1,2,2,,2,,2,2,2,2,0
514,2,1,1,2,,1,2,2,2,2,2,0
514,3,1,1,2,,2,,2,2,2,2,0
514,4,1,1,2,,2,,2,2,2,2,0
514,5,1,1,2,,2,,2,2,2,2,0
514,6,1,1,1,1,1,1,1,1,1,1,1
514,7,1,1,2,,2,,2,2,2,2,0
514,8,1,1,2,,2,,2,2,2,2,0
514,9,1,2,1,1,2,,2,2,2,2,1
514,11,1,1,2,,2,,2,2,2,2,0
514,12,1,1,2,,2,,2,2,2,2,0
514,13,1,1,2,,2,,2,2,2,2,0
515,1,2,2,2,,2,,2,2,2,2,0
515,2,2,1,2,,2,,2,2,2,2,0
515,3,2,2,2,,2,,2,2,2,2,0
515,4,2,2,2,,2,,2,1,2,1,1
515,5,2,1,2,,1,1,1,2,2,2,1
515,6,2,1,2,,2,,2,2,2,2,0
515,7,2,1,2,,2,,2,2,2,2,0
515,8,2,1,1,2,2,,2,2,2,2,0
515,9,2,1,2,,2,,2,2,2,2,0
515,10,2,1,2,,2,,2,2,2,2,0
515,11,2,1,2,,2,,2,1,2,2,1
515,12,2,1,2,,1,1,1,2,2,2,1
516,1,1,1,2,,2,,2,2,2,2,0
516,2,1,1,1,2,2,,2,2,2,2,0
516,4,1,1,2,,2,,2,2,2,2,0
516,5,1,2,2,,2,,2,2,2,2,0
516,6,1,1,2,,2,,2,2,2,2,0
516,7,1,1,2,,2,,2,2,2,2,0
516,8,1,2,2,,2,,2,2,2,2,0
516,9,1,1,2,,2,,2,2,2,2,0
516,10,1,2,2,,2,,2,1,1,2,1
516,11,1,1,2,,2,,2,2,2,2,0
516,12,1,1,2,,2,,2,2,2,2,0
516,13,1,1,2,,2,,2,2,2,2,0
517,1,2,1,2,,2,,2,2,2,2,0
517,2,2,2,2,,2,,2,2,2,2,0
517,3,2,10,1,1,1,2,2,2,2,2,1
517,4,2,1,1,2,2,,2,1,2,1,1
517,5,2,1,2,,1,2,2,1,2,2,1
517,6,2,1,2,,2,,2,1,2,1,1
517,7,2,1,2,,2,,2,2,2,2,0
517,8,2,1,2,,2,,2,1,2,1,1
517,9,2,1,2,,2,,2,1,2,2,1
517,10,2,1,2,,2,,2,1,1,1,1
517,11,2,1,2,,2,,1,2,1,2,1
517,12,2,1,1,1,1,2,2,2,2,2,1
518,1,1,1,2,,2,,2,2,2,2,0
518,2,1,1,2,,2,,2,2,2,2,0
518,3,1,18,2,,2,,2,2,2,2,0
518,4,1,1,2,,2,,2,2,2,2,0
518,5,1,12,2,,2,,2,2,2,2,0
518,6,1,1,2,,2,,2,2,2,2,0
518,7,1,1,1,1,1,1,2,2,2,2,1
518,8,1,1,2,,2,,2,2,2,2,0
518,9,1,1,1,1,1,1,1,2,2,1,1
518,10,1,4,2,,2,,2,2,2,2,0
518,11,1,1,2,,2,,2,2,2,2,0
518,12,1,1,2,,2,,2,2,2,2,0
519,1,2,5,2,,2,,2,2,2,2,0
519,2,2,1,2,,2,,2,2,1,1,1
519,3,2,1,2,,2,,2,1,1,2,1
519,4,2,1,2,,2,,2,2,2,2,0
519,5,2,1,2,,2,,2,2,2,2,0
519,6,2,7,2,,2,,2,1,2,1,1
519,7,2,1,2,,2,,2,2,2,2,0
519,8,2,1,2,,2,,2,2,2,2,0
519,9,2,1,2,,2,,2,2,1,1,1
519,10,2,1,2,,2,,2,2,2,2,0
519,11,2,1,2,,2,,2,2,2,2,0
519,12,2,1,2,,2,,2,1,2,1,1
520,1,1,1,2,,2,,2,2,2,2,0
520,2,1,1,2,,2,,2,2,2,2,0
520,3,1,1,2,,2,,2,2,2,2,0
520,4,1,1,2,,2,,2,2,2,2,0
520,5,1,1,2,,2,,2,2,2,2,0
520,6,1,1,2,,2,,2,2,2,2,0
520,7,1,1,2,,2,,2,2,2,2,0
520,8,1,1,2,,2,,2,2,2,2,0
520,9,1,1,2,,2,,2,2,2,2,0
520,10,1,1,2,,2,,2,2,2,2,0
520,11,1,1,2,,2,,2,2,2,2,0
520,12,1,2,2,,2,,2,2,2,2,0
521,1,2,1,2,,2,,2,1,2,2,1
521,2,2,2,2,,2,,2,1,2,2,1
521,3,2,2,2,,2,,2,2,2,2,0
521,4,2,1,2,,2,,2,1,2,2,1
521,5,2,1,2,,2,,2,2,2,2,0
521,6,2,2,2,,2,,2,1,2,2,1
521,7,2,2,2,,2,,2,2,1,2,1
521,8,2,1,2,,2,,2,2,2,2,0
521,9,2,1,2,,2,,2,1,2,2,1
521,10,2,2,2,,2,,2,1,2,2,1
521,11,2,1,2,,2,,2,2,2,2,0
521,12,2,1,2,,2,,2,1,2,2,1
522,1,1,5,2,,2,,2,2,2,2,0
522,2,1,2,2,,2,,2,2,1,2,1
522,3,1,2,2,,2,,2,2,2,2,0
522,4,1,2,2,,2,,2,2,2,2,0
522,5,1,1,2,,2,,2,2,2,2,0
522,6,1,1,2,,2,,2,1,2,2,1
522,7,1,1,2,,2,,2,2,2,2,0
522,8,1,1,2,,2,,2,2,1,1,1
522,9,1,1,2,,2,,2,2,2,2,0
522,10,1,1,2,,2,,2,2,2,2,0
522,11,1,1,2,,2,,2,2,2,2,0
522,12,1,4,2,,2,,2,1,1,2,1
523,1,2,1,2,,2,,2,1,2,2,1
523,2,2,1,2,,2,,2,2,2,2,0
523,3,2,1,2,,2,,2,2,2,2,0
523,4,2,1,2,,2,,2,1,2,2,1
523,5,2,1,2,,2,,2,2,2,2,0
523,6,2,1,2,,2,,2,1,2,2,1
523,7,2,2,2,,2,,2,2,1,2,1
523,8,2,1,2,,2,,2,1,2,2,1
523,11,2,1,2,,2,,2,2,2,2,0
523,12,2,1,2,,2,,2,1,2,2,1
523,13,2,1,2,,2,,2,2,2,2,0
523,14,2,1,2,,2,,2,2,2,2,0
524,1,2,1,2,,2,,2,2,2,2,0
524,2,2,2,2,,2,,2,2,1,2,1
524,3,2,1,2,,2,,2,2,2,2,0
524,4,2,1,2,,2,,2,2,2,2,0
524,5,2,1,2,,2,,2,2,2,2,0
524,6,2,1,2,,2,,2,2,2,2,0
524,7,2,1,2,,2,,2,1,2,2,1
524,8,2,1,2,,2,,2,1,2,2,1
524,9,2,1,2,,2,,2,1,2,2,1
524,10,2,1,2,,2,,2,1,2,2,1
524,11,2,1,2,,2,,2,2,2,2,0
524,12,2,1,2,,2,,2,2,2,2,0
525,1,1,4,2,,2,,2,2,2,2,0
525,2,1,1,2,,2,,2,2,2,2,0
525,3,1,8,2,,2,,2,1,2,2,1
525,4,1,1,2,,2,,2,1,2,2,1
525,5,1,2,2,,2,,2,1,2,2,1
525,6,1,1,2,,2,,2,2,2,2,0
525,8,1,1,2,,2,,2,1,1,1,1
525,9,1,1,2,,2,,2,2,2,2,0
525,10,1,1,2,,2,,2,2,2,2,0
525,11,1,5,2,,2,,2,2,2,2,0
525,12,1,1,2,,2,,2,2,2,2,0
525,13,1,1,2,,2,,2,2,2,2,0
526,1,2,1,2,,2,,2,2,2,2,0
526,2,2,1,2,,2,,2,1,2,2,1
526,3,2,1,2,,2,,2,2,1,2,1
526,4,2,1,2,,2,,2,1,2,2,1
526,5,2,1,2,,2,,2,1,2,2,1
526,6,2,1,1,2,2,,2,2,1,2,1
526,7,2,1,2,,2,,2,2,2,2,0
526,8,2,1,2,,2,,2,2,2,2,0
526,9,2,1,2,,2,,2,2,2,2,0
526,10,2,1,2,,2,,2,2,2,2,0
526,11,2,1,2,,2,,2,2,2,2,0
526,12,2,1,2,,2,,2,2,2,2,0
527,1,1,3,2,,2,,2,2,2,2,0
527,2,1,4,1,1,1,2,2,2,2,2,1
527,3,1,13,2,,1,2,2,2,2,2,0
527,4,1,1,2,,2,,2,2,2,2,0
527,5,1,8,1,2,1,2,1,2,1,1,1
527,6,1,1,2,,2,,2,2,2,2,0
527,7,1,2,1,2,2,,1,2,2,2,1
527,8,1,2,2,,1,1,2,2,2,2,1
527,10,1,1,2,,1,1,1,1,1,1,1
527,12,1,1,1,2,1,2,2,2,2,2,0
527,13,1,1,1,2,1,2,2,2,2,2,0
527,14,1,1,2,,2,,2,2,2,2,0
528,1,2,1,2,,2,,2,2,2,2,0
528,2,2,9,1,1,1,1,1,2,2,2,1
528,3,2,1,2,,2,,2,2,2,2,0
528,4,2,8,2,,1,2,2,2,2,2,0
528,5,2,1,2,,2,,2,2,2,2,0
528,6,2,4,1,1,2,,2,2,2,2,1
528,7,2,4,2,,2,,2,2,2,2,0
528,8,2,1,2,,2,,2,2,2,2,0
528,9,2,1,2,,2,,2,1,1,1,1
528,10,2,1,1,1,1,1,1,2,2,2,1
528,12,2,1,1,1,1,1,1,2,2,2,1
528,13,2,2,1,2,2,,2,2,2,2,0
529,2,1,18,2,,2,,2,1,2,2,1
529,3,1,3,1,2,2,,2,2,2,2,0
529,4,1,1,2,,2,,2,2,2,2,0
529,6,1,2,2,,2,,2,2,2,2,0
529,7,1,2,2,,1,2,2,2,2,2,0
529,8,1,3,2,,1,2,2,1,1,1,1
529,10,1,7,1,1,1,2,1,2,2,1,1
529,11,1,3,1,2,2,,2,2,2,2,0
529,12,1,1,2,,1,2,2,2,2,2,0
529,13,1,1,1,1,1,2,2,1,2,2,1
529,14,1,2,2,,1,2,2,2,2,2,0
529,15,1,1,1,2,1,2,2,2,2,2,0
530,1,2,1,2,,2,,2,2,2,2,0
530,2,2,4,2,,2,,2,2,2,2,0
530,3,2,1,1,1,1,1,1,2,2,2,1
530,4,2,1,1,1,1,1,1,1,1,1,1
530,5,2,1,2,,2,,2,2,2,2,0
530,6,2,1,2,,2,,2,2,2,2,0
530,8,2,1,2,,2,,2,2,2,2,0
530,9,2,2,1,2,2,,2,2,2,2,0
530,10,2,1,2,,2,,2,2,2,2,0
530,11,2,1,2,,2,,2,2,2,2,0
530,12,2,4,1,1,1,1,1,2,2,2,1
531,1,1,1,2,,2,,2,2,2,2,0
531,2,1,1,1,2,2,,2,1,2,2,1
531,3,1,1,2,,2,,2,2,2,2,0
531,4,1,2,2,,1,2,2,2,2,2,0
531,6,1,2,2,,2,,2,2,2,2,0
531,7,1,14,2,,2,,2,1,2,2,1
531,9,1,5,1,2,2,,2,2,2,2,0
531,11,1,1,1,1,1,1,1,1,2,2,1
531,12,1,1,1,1,2,,2,2,2,2,1
531,13,1,7,2,,1,2,2,2,2,2,0
531,14,1,2,1,1,1,1,1,1,2,2,1
531,15,1,2,2,,2,,2,2,2,2,0
532,1,2,2,1,2,2,,1,2,2,2,1
532,3,2,1,1,1,2,,1,2,2,2,1
532,4,2,1,1,1,2,,2,2,2,2,1
532,5,2,1,2,,2,,2,1,1,1,1
532,6,2,1,2,,2,,2,2,2,2,0
532,7,2,1,2,,2,,2,2,2,2,0
532,8,2,1,1,2,2,,1,2,2,2,1
532,9,2,2,2,,2,,2,1,1,1,1
532,10,2,8,2,,2,,2,2,2,2,0
532,11,2,1,1,1,1,1,1,2,2,2,1
532,12,2,1,2,,2,,2,1,1,1,1
532,13,2,1,2,,2,,2,1,2,2,1
533,1,1,2,2,,2,,2,2,1,1,1
533,5,1,5,1,1,1,2,2,2,2,2,1
533,6,1,2,2,,2,,2,2,2,2,0
533,7,1,1,1,1,2,,2,2,2,2,1
533,8,1,1,1,1,1,1,1,2,1,2,1
533,9,1,2,2,,1,2,2,2,2,2,0
533,10,1,1,1,2,1,2,2,2,2,2,0
533,11,1,1,2,,2,,2,2,2,2,0
533,13,1,1,2,,2,,2,2,2,2,0
533,14,1,2,2,,2,,2,2,2,2,0
533,15,1,2,2,,2,,2,2,2,2,0
534,2,2,1,2,,2,,2,2,2,2,0
534,4,2,1,1,1,1,1,1,1,1,1,1
534,5,2,1,2,,2,,2,2,2,2,0
534,6,2,2,2,,2,,2,2,2,2,0
534,7,2,1,1,2,2,,2,2,2,2,0
534,8,2,1,2,,2,,2,2,2,2,0
534,10,2,1,2,,2,,2,2,2,2,0
534,11,2,1,2,,2,,2,2,2,2,0
534,12,2,1,2,,2,,2,1,2,2,1
534,13,2,1,1,2,2,,2,2,2,2,0
534,14,2,3,2,,2,,1,2,2,2,1
535,1,1,1,1,2,1,2,2,1,2,2,1
535,2,1,1,1,1,2,,1,2,2,2,1
535,3,1,6,2,,2,,2,1,2,2,1
535,5,1,3,2,,2,,2,2,2,2,0
535,6,1,3,2,,1,1,1,2,2,1,1
535,7,1,1,2,,2,,2,2,2,2,0
535,8,1,2,2,,2,,2,2,2,2,0
535,9,1,1,2,,2,,2,2,2,2,0
535,11,1,8,1,2,2,,2,2,2,2,0
535,12,1,2,1,2,2,,2,1,1,2,1
535,13,1,1,2,,2,,2,2,2,2,0
535,14,1,1,2,,2,,2,2,2,2,0
536,1,2,4,2,,2,,2,1,2,2,1
536,2,2,1,1,2,2,,2,2,2,2,0
536,3,2,2,1,2,2,,2,2,2,2,0
536,4,2,2,2,,2,,2,2,2,2,0
536,5,2,1,2,,2,,2,2,2,2,0
536,6,2,1,2,,2,,2,2,2,2,0
536,8,2,1,2,,2,,2,2,2,2,0
536,9,2,4,1,2,2,,2,2,2,2,0
536,10,2,1,2,,2,,2,2,2,2,0
536,11,2,1,2,,2,,2,2,2,2,0
536,13,2,1,2,,2,,2,2,2,2,0
536,14,2,1,2,,2,,2,2,2,2,0
537,1,1,5,2,,2,,2,2,2,2,0
537,2,1,6,2,,2,,2,2,2,2,0
537,3,1,6,2,,2,,2,2,2,2,0
537,4,1,1,2,,2,,2,2,2,2,0
537,5,1,1,2,,2,,2,2,2,2,0
537,7,1,2,1,1,2,,1,2,2,2,1
537,8,1,1,2,,2,,2,2,2,2,0
537,9,1,1,2,,2,,2,2,2,2,0
537,11,1,2,2,,2,,2,2,2,2,0
537,12,1,1,2,,2,,2,2,2,2,0
537,13,1,1,2,,2,,2,2,2,2,0
537,14,1,1,2,,2,,2,2,2,2,0
538,1,2,2,1,2,1,2,2,1,1,2,1
538,2,2,1,1,2,2,,2,1,2,2,1
538,5,2,1,2,,2,,2,1,2,2,1
538,6,2,7,2,,2,,2,2,2,2,0
538,7,2,1,2,,2,,2,2,2,2,0
538,10,2,1,2,,2,,2,1,2,2,1
538,11,2,1,2,,2,,2,2,2,2,0
538,12,2,1,2,,2,,2,2,2,2,0
538,13,2,1,2,,2,,2,2,2,2,0
538,14,2,3,1,2,1,2,2,1,2,2,1
538,15,2,2,1,2,2,,1,2,2,2,1
538,16,2,2,2,,2,,2,2,2,2,0
539,1,1,1,2,,2,,2,2,1,2,1
539,2,1,2,2,,2,,2,2,2,2,0
539,3,1,1,1,1,1,1,1,2,2,1,1
539,7,1,1,2,,2,,2,2,2,2,0
539,8,1,2,1,2,1,2,2,2,2,2,0
539,10,1,1,1,2,2,,2,2,2,2,0
539,11,1,3,2,,2,,2,2,2,2,0
539,12,1,1,2,,2,,2,2,2,2,0
539,13,1,1,2,,2,,2,1,2,2,1
539,14,1,1,2,,2,,2,2,2,2,0
539,15,1,2,2,,2,,2,2,2,2,0
540,1,2,1,2,,2,,2,2,2,2,0
540,3,2,1,1,2,2,,2,2,2,2,0
540,4,2,1,2,,2,,2,2,2,2,0
540,5,2,1,1,2,1,2,2,2,2,2,0
540,6,2,1,1,2,2,,2,2,2,2,0
540,9,2,1,2,,2,,2,2,2,2,0
540,10,2,1,2,,2,,2,2,2,2,0
540,11,2,1,1,2,1,2,2,2,2,2,0
540,12,2,2,2,,2,,2,2,2,2,0
540,13,2,1,1,2,1,2,2,2,2,2,0
540,14,2,2,2,,2,,2,2,2,2,0
540,15,2,1,1,2,2,,2,1,1,2,1
541,1,1,1,2,,2,,2,2,2,2,0
541,2,1,1,2,,2,,2,1,2,2,1
541,4,1,1,2,,2,,2,2,2,2,0
541,5,1,1,2,,2,,2,2,2,2,0
541,7,1,4,2,,1,2,2,1,2,1,1
541,8,1,1,1,2,2,,2,2,2,2,0
541,9,1,1,1,2,1,2,2,2,2,2,0
541,10,1,1,2,,2,,2,2,2,2,0
541,12,1,7,2,,2,,2,2,2,2,0
541,13,1,1,1,1,2,,2,2,2,2,1
541,14,1,1,1,2,2,,2,2,2,2,0
541,15,1,1,2,,2,,2,2,2,2,0
542,1,2,1,2,,2,,2,1,2,2,1
542,2,2,1,1,2,2,,2,2,2,2,0
542,3,2,4,2,,2,,1,1,1,1,1
542,4,2,4,2,,2,,2,2,2,1,1
542,6,2,2,2,,2,,1,2,1,1,1
542,7,2,1,2,,2,,2,2,2,2,0
542,8,2,1,1,2,2,,2,2,2,2,0
542,9,2,2,2,,2,,2,1,2,2,1
542,10,2,2,2,,2,,2,2,2,2,0
542,11,2,1,1,2,1,2,2,2,2,2,0
542,12,2,1,2,,2,,2,2,2,2,0
542,13,2,1,2,,2,,2,2,1,2,1
543,1,1,1,2,,2,,2,2,2,2,0
543,3,1,1,2,,1,2,2,2,2,2,0
543,4,1,1,2,,1,2,2,1,1,2,1
543,5,1,1,2,,2,,2,2,2,2,0
543,6,1,1,2,,2,,2,2,2,2,0
543,8,1,1,2,,2,,2,2,2,2,0
543,10,1,1,2,,2,,2,2,2,2,0
543,11,1,1,2,,2,,2,2,2,2,0
543,13,1,1,2,,2,,2,2,2,2,0
543,14,1,2,2,,2,,2,2,2,2,0
543,15,1,1,2,,2,,2,2,2,2,0
543,16,1,1,2,,2,,2,2,2,2,0
544,1,2,1,2,,2,,2,2,2,2,0
544,2,2,1,1,2,2,,2,2,2,2,0
544,3,2,1,2,,2,,2,2,2,2,0
544,4,2,2,2,,2,,2,1,2,2,1
544,5,2,1,2,,2,,2,2,2,2,0
544,6,2,1,2,,2,,2,1,2,2,1
544,7,2,1,1,2,2,,2,1,2,2,1
544,8,2,1,2,,2,,2,2,2,1,1
544,9,2,2,1,1,2,,1,2,2,2,1
544,10,2,1,2,,2,,2,2,2,2,0
544,11,2,1,1,2,1,2,2,2,2,2,0
544,13,2,1,2,,2,,2,2,2,2,0
545,1,1,1,2,,2,,2,2,2,2,0
545,3,1,9,2,,2,,2,1,2,2,1
545,6,1,4,2,,2,,2,2,2,2,0
545,7,1,1,2,,2,,2,2,2,2,0
545,9,1,1,2,,2,,2,2,2,2,0
545,10,1,2,2,,1,2,2,2,2,2,0
545,11,1,1,2,,2,,2,2,2,2,0
545,13,1,6,1,2,1,2,2,2,2,2,0
545,14,1,1,2,,2,,2,2,2,2,0
545,15,1,1,2,,2,,2,2,2,2,0
545,16,1,1,2,,2,,2,2,2,2,0
545,17,1,2,2,,2,,2,2,2,2,0
546,1,1,2,2,,2,,2,2,2,2,0
546,2,1,1,2,,2,,2,2,2,2,0
546,3,1,1,2,,2,,2,2,2,2,0
546,4,1,3,2,,2,,2,2,2,2,0
546,5,1,3,1,2,2,,2,1,2,2,1
546,6,1,2,1,1,1,1,1,2,2,2,1
546,7,1,1,2,,2,,2,2,2,2,0
546,8,1,1,2,,2,,2,2,2,2,0
546,9,1,1,2,,2,,2,2,2,2,0
546,10,1,1,2,,2,,2,2,2,2,0
546,11,1,1,2,,2,,2,2,2,2,0
546,12,1,1,1,1,2,,2,2,2,2,1
547,1,2,1,2,,2,,1,1,2,2,1
547,2,2,1,2,,2,,2,2,2,2,0
547,3,2,6,2,,2,,2,2,2,2,0
547,4,2,1,2,,2,,2,2,2,2,0
547,5,2,1,2,,2,,2,2,2,2,0
547,6,2,4,2,,2,,2,2,2,2,0
547,7,2,4,2,,2,,2,2,2,2,0
547,8,2,5,2,,2,,2,2,2,2,0
547,9,2,1,2,,2,,2,2,2,2,0
547,10,2,3,2,,2,,2,2,2,2,0
547,11,2,2,1,2,1,2,2,2,2,2,0
547,12,2,1,2,,2,,2,2,2,2,0
548,2,1,1,2,,2,,2,2,2,2,0
548,3,1,3,2,,2,,2,2,2,2,0
548,4,1,1,2,,2,,2,2,2,2,0
548,5,1,1,2,,2,,2,2,2,2,0
548,6,1,1,2,,1,2,2,2,2,2,0
548,7,1,1,2,,2,,2,2,2,2,0
548,8,1,2,2,,2,,2,2,2,2,0
548,9,1,1,2,,2,,2,2,2,2,0
548,11,1,2,2,,2,,2,2,2,2,0
548,12,1,1,2,,2,,2,2,2,2,0
548,13,1,1,2,,2,,2,2,2,2,0
548,14,1,1,2,,2,,2,2,2,2,0
549,1,2,1,2,,2,,2,2,2,2,0
549,2,2,1,2,,2,,2,2,2,2,0
549,3,2,1,2,,2,,2,2,2,2,0
549,4,2,1,2,,2,,1,2,1,1,1
549,5,2,1,2,,2,,2,2,2,2,0
549,6,2,1,2,,2,,2,2,2,2,0
549,7,2,1,2,,1,2,2,2,2,2,0
549,8,2,4,2,,1,1,2,2,2,2,1
549,9,2,3,2,,1,1,2,2,2,2,1
549,10,2,4,2,,2,,2,2,2,2,0
549,11,2,1,2,,2,,2,2,2,2,0
549,12,2,1,2,,2,,2,2,2,2,0
550,1,1,1,1,1,2,,2,1,1,2,1
550,2,1,1,2,,2,,2,2,2,2,0
550,3,1,1,2,,2,,2,2,2,2,0
550,4,1,1,2,,2,,2,2,2,2,0
550,5,1,1,2,,2,,2,2,2,2,0
550,6,1,1,2,,2,,2,2,2,2,0
550,7,1,8,2,,2,,2,1,2,2,1
550,8,1,1,2,,2,,2,2,2,2,0
550,9,1,7,1,2,2,,2,2,2,2,0
550,10,1,1,2,,2,,2,2,2,2,0
550,11,1,1,2,,2,,2,2,2,2,0
550,12,1,1,2,,2,,2,2,2,2,0
551,1,2,1,2,,2,,2,2,2,2,0
551,2,2,1,2,,2,,2,2,2,2,0
551,3,2,1,1,1,1,2,2,2,2,2,1
551,4,2,8,2,,2,,2,2,2,2,0
551,5,2,1,2,,2,,2,2,2,2,0
551,6,2,1,2,,2,,2,2,2,2,0
551,7,2,1,1,1,1,2,2,2,2,2,1
551,8,2,1,2,,2,,2,2,2,2,0
551,9,2,1,1,1,2,,1,2,2,1,1
551,10,2,1,2,,2,,2,2,2,2,0
551,11,2,4,2,,2,,2,2,2,2,0
551,12,2,2,2,,1,1,2,2,2,2,1
552,1,1,1,2,,2,,2,2,2,2,0
552,2,1,1,2,,2,,2,2,2,2,0
552,3,1,1,2,,2,,2,2,2,2,0
552,5,1,9,2,,2,,2,2,2,2,0
552,6,1,1,2,,2,,2,2,2,2,0
552,7,1,1,2,,2,,2,2,2,2,0
552,8,1,1,2,,2,,2,2,2,2,0
552,9,1,2,2,,2,,2,2,1,2,1
552,10,1,1,2,,2,,2,2,1,2,1
552,11,1,1,2,,2,,2,2,2,2,0
552,13,1,2,2,,2,,2,2,2,2,0
552,14,1,1,2,,2,,2,2,2,2,0
553,1,2,1,2,,2,,2,1,1,1,1
553,2,2,1,2,,2,,2,1,1,1,1
553,3,2,1,2,,2,,2,2,2,2,0
553,4,2,1,2,,2,,2,2,2,2,0
553,5,2,1,2,,2,,2,2,2,2,0
553,6,2,1,1,2,2,,2,2,2,2,0
553,7,2,1,2,,2,,2,2,2,2,0
553,8,2,1,2,,2,,2,2,2,2,0
