"grappe","menage","vague","s13q00","s13q01","s13q02","s13q03","s13q04","s13q05","s13q06","s13q07","s13q08","s13q09"
48,11,2,2,2,,2,,2,2,2,2,0
48,12,2,1,2,,2,,2,2,1,2,1
48,13,2,1,2,,2,,2,2,2,2,0
48,14,2,1,2,,2,,2,2,2,2,0
49,1,1,1,2,,2,,2,2,2,2,0
49,2,1,1,2,,2,,2,2,2,2,0
49,3,1,2,2,,2,,2,2,2,2,0
49,4,1,1,2,,2,,2,2,2,2,0
49,7,1,2,2,,2,,2,2,2,2,0
49,8,1,1,2,,2,,2,1,2,2,1
49,9,1,2,1,1,2,,2,2,2,2,1
49,11,1,2,1,2,2,,2,2,2,2,0
49,13,1,2,2,,2,,2,2,2,2,0
49,14,1,2,2,,2,,2,2,2,2,0
49,15,1,1,1,1,2,,2,2,2,2,1
49,16,1,1,2,,2,,2,2,2,2,0
50,1,2,2,2,,2,,2,2,1,1,1
50,2,2,1,2,,2,,2,2,2,2,0
50,3,2,1,2,,2,,2,2,2,2,0
50,4,2,2,2,,2,,1,2,2,2,1
50,5,2,1,2,,2,,2,2,2,2,0
50,6,2,1,2,,2,,1,2,1,1,1
50,7,2,1,2,,2,,2,2,2,2,0
50,8,2,2,2,,2,,2,2,2,2,0
50,9,2,12,2,,2,,2,2,2,2,0
50,11,2,1,2,,2,,2,2,2,2,0
50,12,2,1,1,2,2,,1,2,2,2,1
50,13,2,2,2,,2,,2,2,2,2,0
51,1,1,20,2,,2,,1,2,2,2,1
51,3,1,1,2,,2,,2,2,1,2,1
51,4,1,8,2,,2,,2,2,2,2,0
51,5,1,1,1,1,2,,2,2,2,2,1
51,7,1,4,2,,2,,2,2,2,2,0
51,8,1,1,2,,1,2,1,1,2,2,1
51,10,1,4,2,,2,,2,2,2,2,0
51,11,1,2,2,,2,,2,2,2,2,0
51,12,1,1,2,,2,,2,2,2,2,0
51,13,1,2,2,,2,,2,2,2,2,0
51,14,1,2,1,2,2,,2,1,2,1,1
52,1,2,1,2,,1,1,2,1,2,2,1
52,3,2,10,2,,2,,2,1,2,1,1
52,4,2,2,2,,2,,2,2,2,2,0
52,5,2,1,2,,2,,2,2,2,2,0
52,6,2,2,1,1,2,,2,2,2,2,1
52,7,2,1,2,,2,,2,2,2,2,0
52,8,2,1,2,,2,,2,2,2,2,0
52,10,2,1,2,,1,1,2,1,1,2,1
52,11,2,2,2,,2,,2,2,2,2,0
52,12,2,2,2,,2,,2,2,2,2,0
52,13,2,1,2,,1,1,1,2,2,2,1
52,14,2,1,2,,2,,2,2,2,2,0
53,2,1,1,2,,2,,2,2,2,2,0
53,5,1,1,1,2,2,,1,2,2,2,1
53,6,1,7,1,1,2,,1,1,1,2,1
53,8,1,1,1,1,2,,2,2,2,2,1
53,9,1,2,2,,2,,2,2,2,2,0
53,10,1,1,1,2,2,,2,1,2,2,1
53,11,1,1,2,,2,,2,2,2,2,0
53,12,1,2,2,,2,,2,2,2,2,0
53,13,1,1,2,,2,,2,2,1,1,1
53,14,1,1,1,2,2,,2,2,2,2,0
53,15,1,1,1,2,2,,2,2,2,2,0
53,16,1,1,2,,2,,2,2,2,2,0
54,1,2,1,2,,2,,2,2,2,2,0
54,2,2,1,2,,2,,2,1,2,2,1
54,3,2,2,2,,2,,2,2,2,2,0
54,4,2,1,2,,2,,2,2,2,2,0
54,5,2,2,2,,2,,2,1,2,2,1
54,6,2,2,2,,2,,2,2,2,2,0
54,7,2,2,2,,2,,2,1,2,1,1
54,8,2,1,2,,2,,2,2,2,2,0
54,9,2,2,2,,2,,2,2,2,2,0
54,10,2,1,1,1,2,,2,2,2,2,1
54,11,2,1,2,,2,,2,2,2,2,0
54,12,2,4,2,,2,,2,2,2,2,0
55,1,1,2,2,,1,1,1,2,1,1,1
55,2,1,2,2,,2,,2,1,1,1,1
55,3,1,3,2,,2,,2,2,2,2,0
55,4,1,1,1,2,2,,2,1,2,2,1
55,5,1,8,2,,2,,2,1,2,2,1
55,6,1,19,2,,2,,2,1,2,2,1
55,7,1,5,2,,2,,2,1,1,2,1
55,8,1,1,2,,2,,2,2,2,2,0
55,9,1,1,2,,2,,2,2,2,2,0
55,10,1,1,1,1,2,,2,2,2,2,1
55,11,1,2,2,,2,,2,2,2,2,0
55,12,1,1,1,1,2,,2,2,1,2,1
56,1,2,1,2,,2,,2,2,2,2,0
56,2,2,7,2,,2,,2,2,2,2,0
56,3,2,1,2,,1,2,2,1,2,2,1
56,4,2,1,2,,2,,2,2,2,2,0
56,5,2,1,2,,1,1,1,1,2,2,1
56,7,2,1,1,2,2,,1,2,2,2,1
56,9,2,1,2,,2,,2,1,2,2,1
56,10,2,1,2,,2,,2,2,2,2,0
56,11,2,9,2,,2,,2,1,2,1,1
56,12,2,1,2,,2,,2,2,2,2,0
56,13,2,2,2,,2,,2,1,2,1,1
56,14,2,5,2,,2,,2,1,1,2,1
57,1,1,2,2,,2,,2,2,2,2,0
57,2,1,1,2,,2,,2,1,2,2,1
57,3,1,8,2,,2,,1,2,2,2,1
57,5,1,1,1,1,2,,1,1,2,1,1
57,6,1,17,2,,2,,2,1,2,2,1
57,7,1,2,2,,2,,2,2,2,2,0
57,10,1,1,2,,2,,2,2,2,2,0
57,11,1,1,2,,2,,2,1,2,2,1
57,12,1,2,2,,2,,2,2,2,2,0
57,13,1,5,1,1,2,,2,2,2,2,1
57,14,1,,,,,,,,,,0
57,15,1,2,1,2,2,,2,2,2,2,0
58,1,2,9,2,,2,,2,2,2,2,0
58,2,2,2,2,,2,,2,2,2,2,0
58,3,2,1,2,,2,,1,1,2,2,1
58,4,2,1,2,,1,1,2,1,2,2,1
58,5,2,1,2,,2,,2,2,2,2,0
58,6,2,6,2,,2,,2,1,2,1,1
58,7,2,1,1,1,2,,2,2,2,2,1
58,8,2,2,2,,2,,2,2,2,2,0
58,9,2,1,1,1,2,,2,2,2,2,1
58,11,2,1,2,,1,1,1,2,2,2,1
58,12,2,8,2,,2,,1,2,2,2,1
58,13,2,1,2,,2,,2,2,1,2,1
59,1,1,2,2,,2,,2,1,1,2,1
59,2,1,1,2,,2,,2,2,2,2,0
59,3,1,4,2,,1,2,1,2,2,2,1
59,4,1,1,2,,2,,2,2,2,2,0
59,5,1,7,1,2,2,,1,1,2,1,1
59,6,1,12,2,,2,,2,2,2,2,0
59,7,1,1,2,,2,,2,2,2,2,0
59,8,1,2,2,,2,,2,2,1,2,1
59,9,1,1,2,,1,2,2,1,1,2,1
59,10,1,1,2,,2,,2,2,2,2,0
59,11,1,1,2,,2,,2,2,1,2,1
59,12,1,2,2,,2,,2,2,2,2,0
60,1,2,2,1,2,2,,2,2,1,1,1
60,2,2,1,2,,2,,2,2,2,2,0
60,4,2,1,2,,2,,2,2,2,2,0
60,5,2,1,1,2,2,,2,2,2,2,0
60,6,2,1,2,,2,,2,2,2,2,0
60,7,2,1,2,,2,,2,2,2,2,0
60,8,2,3,2,,2,,2,1,1,2,1
60,9,2,2,1,1,1,2,2,1,1,2,1
60,10,2,1,2,,2,,2,2,2,2,0
60,11,2,1,2,,1,2,1,2,1,2,1
60,12,2,1,1,1,1,1,1,2,2,2,1
60,13,2,2,2,,1,2,2,1,2,1,1
61,1,1,1,2,,2,,2,2,2,2,0
61,2,1,4,2,,2,,2,2,2,2,0
61,3,1,4,1,2,1,2,2,2,2,2,0
61,4,1,1,2,,1,2,2,2,2,2,0
61,5,1,6,2,,2,,2,2,2,2,0
61,6,1,2,1,2,1,2,2,2,2,2,0
61,7,1,2,2,,2,,2,2,2,2,0
61,8,1,2,2,,2,,2,2,2,2,0
61,10,1,1,1,2,1,2,2,2,2,2,0
61,11,1,2,2,,2,,2,2,2,2,0
61,12,1,10,1,2,1,2,2,1,2,2,1
61,13,1,1,2,,2,,2,2,2,2,0
62,1,2,1,1,2,1,2,2,2,2,2,0
62,4,2,11,2,,2,,2,1,2,2,1
62,5,2,2,1,1,2,,1,2,2,2,1
62,9,2,3,2,,2,,2,1,1,2,1
62,11,2,1,1,2,1,2,2,2,2,2,0
62,12,2,3,1,1,1,2,2,2,1,1,1
62,13,2,2,1,1,2,,2,1,2,2,1
62,14,2,1,2,,1,2,2,2,2,1,1
62,15,2,2,2,,2,,2,2,2,2,0
62,16,2,2,1,1,2,,2,2,2,2,1
62,17,2,2,1,1,2,,2,2,2,2,1
62,18,2,2,2,,2,,2,2,2,2,0
63,1,1,1,1,2,2,,2,2,2,2,0
63,2,1,2,2,,2,,2,2,2,2,0
63,3,1,2,2,,2,,2,2,2,2,0
63,4,1,1,2,,2,,2,2,2,2,0
63,6,1,1,2,,2,,2,2,2,2,0
63,7,1,11,2,,2,,1,2,2,2,1
63,8,1,1,2,,2,,2,2,2,2,0
63,9,1,1,1,2,2,,2,2,2,2,0
63,10,1,1,2,,2,,2,2,2,2,0
63,11,1,1,2,,2,,2,2,2,2,0
63,12,1,1,2,,2,,2,2,2,2,0
63,13,1,1,2,,2,,2,2,2,2,0
64,1,2,4,2,,1,1,2,2,2,1,1
64,2,2,2,2,,2,,2,2,2,2,0
64,3,2,1,1,2,1,2,2,2,1,2,1
64,4,2,10,1,1,2,,2,1,2,2,1
64,5,2,2,1,1,2,,2,1,1,2,1
64,6,2,2,2,,1,1,2,1,2,2,1
64,8,2,1,2,,2,,2,2,2,2,0
64,9,2,5,2,,2,,2,2,2,2,0
64,10,2,1,1,1,1,1,1,2,2,1,1
64,11,2,1,1,2,2,,1,2,2,2,1
64,12,2,1,1,1,1,2,2,2,2,2,1
64,13,2,2,2,,1,1,1,2,2,2,1
65,1,1,13,1,1,1,1,1,2,2,1,1
65,3,1,11,2,,2,,2,1,2,2,1
65,4,1,1,2,,2,,2,2,2,2,0
65,5,1,2,2,,2,,2,1,1,2,1
65,6,1,2,2,,2,,2,2,2,2,0
65,7,1,1,1,2,2,,2,2,2,2,0
65,9,1,1,2,,2,,2,2,2,2,0
65,10,1,12,2,,2,,2,2,2,2,0
65,11,1,2,2,,1,2,2,1,2,2,1
65,12,1,1,1,2,2,,2,1,2,2,1
65,13,1,5,2,,2,,2,2,1,1,1
65,14,1,1,2,,2,,2,2,2,2,0
66,1,1,1,2,,2,,2,2,2,2,0
66,2,1,1,1,1,2,,2,2,2,2,1
66,3,1,8,2,,2,,2,1,1,2,1
66,4,1,8,2,,2,,2,2,2,2,0
66,5,1,1,2,,2,,2,1,2,2,1
66,6,1,1,2,,2,,2,1,2,2,1
66,7,1,2,2,,2,,2,1,2,2,1
66,8,1,3,2,,2,,2,2,2,2,0
66,9,1,1,2,,2,,2,2,1,2,1
66,11,1,1,2,,2,,2,2,2,2,0
66,12,1,2,2,,2,,2,2,2,2,0
66,13,1,2,2,,2,,2,1,2,2,1
67,1,2,1,2,,2,,2,2,2,2,0
67,2,2,2,1,1,1,2,2,2,2,2,1
67,3,2,11,1,1,2,,1,2,2,2,1
67,4,2,1,1,1,2,,2,1,2,2,1
67,6,2,1,1,1,2,,1,2,2,2,1
67,7,2,2,1,2,2,,2,2,2,2,0
67,8,2,1,2,,2,,2,2,1,1,1
67,9,2,1,2,,2,,2,2,2,2,0
67,10,2,2,2,,2,,2,2,2,2,0
67,11,2,1,2,,2,,2,1,2,2,1
67,12,2,2,2,,2,,2,2,2,2,0
67,13,2,1,2,,2,,2,2,2,2,0
68,1,1,1,2,,2,,2,2,2,2,0
68,2,1,1,2,,2,,2,2,2,1,1
68,4,1,1,1,1,2,,2,2,1,2,1
68,5,1,3,1,1,2,,2,2,2,2,1
68,6,1,1,1,2,2,,2,2,2,1,1
68,7,1,2,2,,2,,2,2,2,2,0
68,8,1,2,1,1,2,,2,2,2,2,1
68,9,1,2,2,,2,,2,2,2,2,0
68,10,1,7,2,,2,,2,2,2,2,0
68,11,1,2,2,,2,,2,2,2,2,0
68,13,1,1,2,,2,,2,2,2,2,0
68,14,1,2,2,,2,,1,2,2,2,1
69,1,2,1,2,,2,,1,1,1,2,1
69,2,2,2,2,,2,,2,2,2,2,0
69,3,2,8,1,1,2,,2,2,2,2,1
69,4,2,1,2,,2,,2,2,2,2,0
69,5,2,1,2,,2,,2,1,2,2,1
69,6,2,2,2,,1,1,1,1,2,2,1
69,8,2,1,1,2,1,2,2,2,2,2,0
69,11,2,1,2,,2,,2,2,2,2,0
69,12,2,2,2,,2,,2,1,2,2,1
69,13,2,7,2,,1,2,2,1,1,2,1
69,14,2,2,2,,1,1,2,1,2,2,1
69,15,2,2,1,2,2,,2,1,2,2,1
70,2,1,1,2,,1,2,2,2,2,2,0
70,4,1,2,2,,2,,2,1,2,1,1
70,5,1,7,2,,2,,2,1,2,1,1
70,6,1,1,2,,2,,1,2,2,1,1
70,7,1,7,2,,2,,2,2,2,2,0
70,8,1,1,1,1,2,,2,2,2,2,1
70,10,1,2,2,,2,,2,2,2,2,0
70,11,1,2,2,,2,,2,1,1,2,1
70,12,1,1,2,,2,,2,2,2,2,0
70,13,1,2,2,,2,,2,1,2,2,1
70,14,1,1,1,1,2,,2,1,2,2,1
70,15,1,2,2,,2,,2,2,2,2,0
71,1,2,1,2,,2,,2,2,2,2,0
71,2,2,2,1,1,2,,1,2,2,2,1
71,3,2,1,1,2,2,,2,2,2,2,0
71,4,2,2,2,,2,,2,1,2,1,1
71,6,2,1,1,1,2,,2,2,2,2,1
71,7,2,2,2,,1,2,2,1,2,2,1
71,8,2,2,1,1,2,,2,2,2,2,1
71,9,2,9,1,2,1,1,2,2,2,2,1
71,10,2,1,2,,1,2,2,2,2,2,0
71,11,2,1,1,1,2,,1,2,2,2,1
71,12,2,1,1,1,2,,1,2,2,2,1
71,13,2,1,2,,2,,2,2,2,2,0
72,1,1,2,2,,2,,2,2,2,2,0
72,2,1,2,2,,2,,2,2,2,2,0
72,3,1,3,2,,2,,2,2,2,2,0
72,4,1,2,2,,2,,2,2,2,2,0
72,7,1,2,2,,2,,2,2,2,2,0
72,10,1,1,2,,1,1,2,2,2,2,1
72,12,1,2,1,2,2,,2,2,2,2,0
72,13,1,2,2,,2,,2,2,2,2,0
72,14,1,5,1,1,2,,2,2,2,2,1
72,15,1,2,2,,2,,2,2,2,2,0
72,16,1,1,2,,2,,2,2,2,2,0
72,17,1,1,2,,2,,1,2,2,2,1
73,1,2,3,2,,1,2,2,2,2,2,0
73,2,2,2,2,,1,1,2,2,2,2,1
73,6,2,1,2,,1,2,2,2,2,2,0
73,7,2,2,2,,2,,2,2,2,2,0
73,8,2,2,2,,2,,2,2,2,2,0
73,9,2,1,2,,1,2,2,2,1,2,1
73,11,2,2,2,,2,,2,2,2,2,0
73,13,2,5,1,2,2,,2,2,1,2,1
73,14,2,1,1,1,1,2,2,1,2,2,1
73,15,2,1,2,,2,,2,2,2,2,0
73,16,2,1,2,,2,,2,2,2,2,0
73,17,2,2,2,,1,2,2,2,1,2,1
74,1,1,3,1,2,2,,2,2,2,2,0
74,2,1,1,2,,1,1,2,2,2,2,1
74,3,1,1,2,,2,,2,2,2,2,0
74,4,1,2,2,,1,1,2,2,1,2,1
74,5,1,1,2,,2,,2,1,2,2,1
74,6,1,1,2,,2,,2,2,2,2,0
74,7,1,7,2,,2,,2,1,2,2,1
74,8,1,5,2,,2,,2,2,2,2,0
74,9,1,1,2,,2,,2,1,2,2,1
74,10,1,1,2,,2,,2,1,2,2,1
74,12,1,2,2,,2,,2,2,2,2,0
74,13,1,1,2,,2,,2,2,2,2,0
75,1,2,1,1,2,1,2,2,1,2,2,1
75,2,2,2,2,,2,,2,1,2,2,1
75,3,2,4,2,,2,,2,2,1,2,1
75,4,2,1,2,,2,,2,1,1,2,1
75,5,2,2,2,,2,,2,1,1,2,1
75,6,2,1,2,,1,2,2,2,2,2,0
75,7,2,1,2,,2,,2,2,2,2,0
75,8,2,2,2,,2,,2,2,2,2,0
75,9,2,1,1,2,1,2,2,2,2,2,0
75,10,2,1,2,,2,,2,2,2,2,0
75,11,2,1,2,,2,,2,2,2,2,0
75,12,2,2,2,,2,,2,2,2,2,0
76,1,2,1,2,,2,,2,2,2,2,0
76,2,2,2,2,,1,1,1,2,2,2,1
76,3,2,1,2,,2,,2,2,2,2,0
76,4,2,1,2,,2,,2,2,2,2,0
76,5,2,1,2,,2,,2,2,2,2,0
76,6,2,1,2,,2,,2,1,2,2,1
76,7,2,1,2,,2,,2,2,2,2,0
76,8,2,2,1,1,2,,2,1,2,2,1
76,9,2,1,1,1,2,,2,2,2,2,1
76,10,2,1,1,1,2,,2,1,2,2,1
76,11,2,1,2,,2,,2,2,2,2,0
77,1,1,18,1,2,1,2,2,2,2,2,0
77,2,1,2,2,,2,,2,2,2,2,0
77,3,1,1,2,,1,2,2,2,2,2,0
77,4,1,1,2,,2,,2,2,2,2,0
77,6,1,1,1,2,2,,2,2,1,2,1
77,7,1,1,1,2,2,,2,2,2,2,0
77,9,1,1,1,2,1,1,2,2,2,2,1
77,10,1,1,1,2,2,,2,2,2,1,1
77,12,1,5,2,,2,,2,2,2,2,0
77,13,1,1,2,,2,,2,2,2,2,0
77,14,1,1,1,2,2,,2,2,1,2,1
77,15,1,1,2,,2,,2,1,1,2,1
78,1,2,1,2,,2,,2,2,2,2,0
78,2,2,3,2,,2,,2,1,1,2,1
78,3,2,1,2,,2,,2,2,2,2,0
78,4,2,1,2,,2,,2,2,1,2,1
78,5,2,1,1,2,1,2,2,1,2,1,1
78,6,2,1,2,,2,,2,2,2,2,0
78,7,2,2,2,,2,,2,1,2,2,1
78,8,2,9,2,,2,,2,1,2,2,1
78,9,2,1,2,,2,,2,2,2,2,0
78,10,2,2,2,,1,2,1,2,2,2,1
78,11,2,1,2,,2,,2,2,2,2,0
78,12,2,6,2,,2,,2,2,2,2,0
79,1,1,1,2,,2,,2,2,2,2,0
79,3,1,1,1,2,2,,1,2,2,2,1
79,5,1,1,1,1,2,,2,2,2,1,1
79,6,1,1,2,,2,,1,2,2,2,1
79,8,1,1,2,,2,,2,2,2,2,0
79,9,1,2,1,2,2,,2,2,2,2,0
79,10,1,2,2,,2,,2,2,2,2,0
79,11,1,1,2,,1,1,2,2,1,2,1
79,12,1,2,2,,2,,2,2,2,2,0
79,13,1,1,2,,2,,2,2,2,2,0
79,14,1,2,2,,1,1,2,2,2,2,1
79,15,1,2,2,,2,,2,2,2,2,0
80,2,2,6,1,1,2,,2,2,2,2,1
80,3,2,1,2,,2,,2,2,2,2,0
80,4,2,1,2,,2,,2,2,2,2,0
80,5,2,1,2,,2,,2,2,2,2,0
80,8,2,1,2,,2,,2,1,1,2,1
80,11,2,1,2,,1,2,2,2,1,1,1
80,12,2,1,1,1,2,,2,2,2,2,1
80,13,2,1,1,1,1,2,2,2,2,2,1
80,14,2,1,2,,1,1,2,2,2,2,1
80,15,2,1,2,,2,,2,2,2,2,0
80,16,2,2,2,,2,,2,2,2,2,0
80,17,2,1,2,,2,,2,2,2,2,0
81,2,1,1,2,,2,,2,2,2,2,0
81,6,1,1,1,1,2,,2,2,2,2,1
81,8,1,2,1,1,2,,1,2,2,2,1
81,13,1,1,1,1,2,,2,2,2,2,1
81,14,1,1,2,,2,,2,2,2,2,0
81,15,1,4,2,,2,,1,1,2,2,1
82,3,2,1,1,1,2,,2,2,2,2,1
82,4,2,15,2,,2,,2,1,1,2,1
82,5,2,2,2,,2,,2,2,2,2,0
82,7,2,8,1,1,1,1,2,2,2,2,1
82,8,2,2,2,,2,,2,1,1,1,1
82,9,2,1,2,,1,1,1,2,2,2,1
82,10,2,1,2,,2,,2,2,1,2,1
82,12,2,6,1,1,2,,2,2,1,2,1
82,13,2,9,2,,2,,2,1,2,2,1
82,14,2,3,2,,1,1,1,2,2,2,1
82,15,2,2,2,,1,1,1,2,1,2,1
82,16,2,1,2,,2,,2,2,2,2,0
83,1,1,3,1,2,2,,2,2,1,2,1
83,2,1,2,2,,2,,2,2,2,2,0
83,3,1,1,2,,2,,2,2,2,2,0
83,4,1,1,2,,2,,2,2,1,2,1
83,5,1,1,1,1,2,,2,2,1,1,1
83,6,1,1,1,1,2,,2,2,2,2,1
83,7,1,5,2,,2,,2,2,2,2,0
83,8,1,2,2,,2,,2,2,2,2,0
83,9,1,1,2,,2,,2,2,2,2,0
83,10,1,1,1,1,2,,1,2,2,2,1
83,11,1,1,2,,2,,2,1,2,2,1
83,13,1,1,2,,2,,2,2,2,2,0
84,3,2,1,1,2,1,2,2,2,2,2,0
84,4,2,7,2,,1,1,2,2,1,2,1
84,5,2,2,2,,2,,2,2,2,2,0
84,6,2,1,2,,1,2,2,1,1,2,1
84,8,2,1,2,,2,,2,1,2,2,1
84,9,2,1,1,2,1,2,2,1,1,1,1
84,11,2,5,1,1,2,,2,1,1,2,1
84,12,2,1,2,,2,,2,2,2,2,0
84,13,2,3,2,,2,,1,2,2,2,1
84,14,2,1,1,1,2,,2,1,1,2,1
84,15,2,1,2,,1,1,2,2,2,2,1
84,16,2,1,2,,1,1,1,1,1,1,1
85,2,1,8,2,,1,1,2,2,2,2,1
85,3,1,1,2,,2,,2,1,2,2,1
85,4,1,1,2,,2,,2,2,2,2,0
85,6,1,1,2,,2,,2,2,2,2,0
85,7,1,2,1,1,2,,2,2,2,2,1
85,8,1,1,2,,2,,2,2,2,2,0
85,9,1,1,2,,2,,2,2,2,2,0
85,10,1,1,1,1,2,,1,2,1,1,1
85,12,1,1,2,,2,,2,1,2,2,1
85,13,1,1,2,,2,,2,2,2,2,0
85,14,1,1,2,,2,,2,2,2,2,0
85,15,1,1,2,,1,2,1,2,2,2,1
86,1,2,1,1,1,1,2,2,1,1,2,1
86,2,2,1,2,,2,,2,2,2,2,0
86,3,2,2,2,,2,,2,1,1,1,1
86,4,2,1,2,,1,1,2,2,1,2,1
86,6,2,1,2,,2,,2,2,2,2,0
86,7,2,2,2,,2,,2,2,2,2,0
86,9,2,8,1,1,1,1,2,2,2,2,1
86,12,2,1,2,,2,,1,2,2,2,1
86,13,2,1,1,1,2,,2,2,2,2,1
86,14,2,2,2,,1,1,2,2,2,2,1
86,15,2,2,2,,1,1,1,2,2,2,1
86,16,2,2,2,,2,,2,2,2,2,0
87,1,1,4,1,1,2,,2,2,2,2,1
87,2,1,6,2,,2,,2,1,2,2,1
87,3,1,10,1,2,1,2,2,2,2,2,0
87,4,1,3,2,,2,,2,1,2,2,1
87,5,1,1,2,,2,,2,1,2,2,1
87,6,1,2,2,,2,,2,2,2,2,0
87,7,1,1,2,,2,,2,2,2,2,0
87,8,1,1,2,,2,,2,1,2,2,1
87,10,1,2,2,,1,2,2,1,2,2,1
87,11,1,1,2,,2,,2,2,1,2,1
87,12,1,1,2,,2,,2,2,1,1,1
87,13,1,2,2,,2,,2,1,2,2,1
88,1,2,1,2,,2,,2,2,2,2,0
88,2,2,1,2,,2,,2,2,2,2,0
88,3,2,1,2,,2,,2,2,2,2,0
88,4,2,3,2,,2,,2,1,2,2,1
88,5,2,1,2,,2,,2,2,2,2,0
88,6,2,1,2,,2,,2,2,2,2,0
88,7,2,2,2,,2,,2,1,2,2,1
88,8,2,1,2,,2,,2,2,2,2,0
88,9,2,1,2,,2,,2,2,2,2,0
88,10,2,1,2,,2,,2,2,2,2,0
88,11,2,1,2,,2,,2,2,2,2,0
88,12,2,15,2,,2,,2,2,2,2,0
90,1,2,6,2,,2,,2,2,1,2,1
90,2,2,1,2,,2,,2,2,2,2,0
90,3,2,2,2,,2,,2,1,2,2,1
90,4,2,1,2,,2,,2,1,2,2,1
90,5,2,11,2,,2,,2,2,2,2,0
90,6,2,16,2,,2,,2,2,2,2,0
90,7,2,1,2,,2,,2,1,2,2,1
90,8,2,1,2,,2,,2,2,2,2,0
90,9,2,1,2,,2,,2,1,1,2,1
90,11,2,4,2,,2,,2,2,1,2,1
90,12,2,1,2,,2,,2,2,2,2,0
90,13,2,1,2,,2,,1,2,2,2,1
91,1,1,1,2,,2,,2,1,1,1,1
91,2,1,5,2,,2,,2,2,2,2,0
91,3,1,8,2,,2,,2,1,2,2,1
91,4,1,2,2,,2,,2,1,2,2,1
91,5,1,1,2,,2,,2,1,2,2,1
91,6,1,2,2,,2,,2,2,2,2,0
91,7,1,1,2,,2,,2,1,2,1,1
91,9,1,3,2,,2,,2,1,2,2,1
91,10,1,4,2,,2,,2,2,2,2,0
91,11,1,1,2,,2,,2,2,2,2,0
91,12,1,1,2,,2,,2,2,1,2,1
91,13,1,1,2,,2,,2,1,2,2,1
92,1,2,1,2,,2,,2,2,2,2,0
92,2,2,1,2,,2,,2,2,2,2,0
92,3,2,1,2,,2,,2,1,2,2,1
92,4,2,6,2,,2,,2,2,2,2,0
92,5,2,1,2,,2,,2,2,2,2,0
92,6,2,3,2,,2,,2,1,2,2,1
92,7,2,1,2,,2,,2,1,2,2,1
92,8,2,4,2,,2,,2,1,2,2,1
92,9,2,2,2,,2,,2,2,1,2,1
92,10,2,1,2,,2,,2,2,1,2,1
92,11,2,2,1,2,2,,2,1,2,2,1
92,12,2,1,2,,2,,2,2,2,2,0
93,1,1,1,2,,1,2,2,1,2,2,1
93,2,1,1,2,,2,,2,2,2,2,0
93,3,1,2,2,,2,,2,2,2,1,1
93,4,1,1,2,,2,,2,2,2,2,0
93,5,1,1,2,,2,,2,1,1,1,1
93,6,1,1,2,,2,,2,2,2,2,0
93,7,1,1,2,,2,,2,2,2,2,0
93,8,1,1,2,,2,,2,2,2,2,0
93,9,1,1,2,,2,,2,1,1,1,1
93,10,1,1,2,,2,,2,2,2,2,0
93,11,1,1,2,,2,,2,1,2,2,1
93,12,1,1,2,,2,,2,2,2,2,0
94,1,2,10,2,,2,,2,2,2,2,0
94,2,2,1,1,1,2,,1,2,2,1,1
94,3,2,2,2,,2,,2,2,2,2,0
94,4,2,1,2,,2,,2,2,2,2,0
94,5,2,1,2,,2,,2,2,2,2,0
94,6,2,1,2,,2,,2,1,2,2,1
94,7,2,4,2,,2,,1,2,2,2,1
94,8,2,2,2,,2,,2,2,2,2,0
94,9,2,1,2,,2,,2,2,2,2,0
94,10,2,1,2,,2,,2,2,2,2,0
94,11,2,1,1,2,2,,2,2,2,2,0
94,12,2,1,1,2,2,,2,2,2,2,0
95,1,1,1,2,,2,,2,2,2,2,0
95,2,1,1,2,,2,,2,2,2,2,0
95,3,1,1,1,2,2,,1,1,2,2,1
95,4,1,1,2,,2,,2,2,2,2,0
95,5,1,1,2,,2,,2,2,2,2,0
95,6,1,1,2,,2,,2,2,2,2,0
95,7,1,1,2,,2,,2,2,2,2,0
95,8,1,1,2,,2,,2,1,1,1,1
95,9,1,1,2,,2,,2,2,2,2,0
95,10,1,2,2,,2,,2,2,2,2,0
95,11,1,2,2,,2,,2,2,2,2,0
95,12,1,1,2,,2,,2,2,2,2,0
96,1,2,1,2,,2,,2,2,2,2,0
96,2,2,1,2,,2,,2,1,2,2,1
96,3,2,14,2,,2,,2,2,2,2,0
96,4,2,1,2,,2,,2,2,1,2,1
96,6,2,1,2,,2,,2,2,2,2,0
96,7,2,1,2,,2,,2,2,1,2,1
96,8,2,1,2,,2,,2,1,2,2,1
96,9,2,1,2,,2,,2,2,2,1,1
96,10,2,1,2,,2,,2,2,2,2,0
96,11,2,2,2,,2,,2,2,2,1,1
96,12,2,1,2,,2,,2,2,2,2,0
96,13,2,9,2,,2,,2,2,2,2,0
97,1,1,2,1,2,1,2,2,2,2,2,0
97,2,1,1,2,,2,,2,2,2,2,0
97,3,1,4,2,,2,,2,1,2,2,1
97,4,1,1,2,,2,,2,2,2,2,0
97,5,1,1,2,,2,,2,2,1,2,1
97,6,1,2,1,2,2,,2,2,2,2,0
97,7,1,2,1,1,1,1,2,2,2,2,1
97,8,1,1,2,,2,,2,2,2,2,0
97,9,1,5,2,,1,2,2,2,2,2,0
97,10,1,1,2,,2,,2,1,2,2,1
97,11,1,1,2,,2,,2,2,1,2,1
97,13,1,2,2,,2,,2,2,2,2,0
