"grappe","menage","vague","membres__id","s04q50","s04q51b","s04q51c","s04q51d","s04q51dbis","s04q52b","s04q52c","s04q52d","s04q52dbis","s04q53","s04q54","s04q55","s04q56","s04q57","s04q59","s04q60","s04q60_unite","s04q61","s04q62","s04q62_unite","s04q63","s04q64","s04q64_unite","s04q64_controle__0","s04q28b","s04q58","s04q58_unite"
370,11,1,1,1,6,13,453,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
370,13,1,1,1,6,13,452,,1,3,31,,3,12,30,3,9,,,,,,,,,,,,,
371,1,2,1,1,4,12,131,,17,74,741,,1,11,26,8,2,1,,,1,,,2,,,,,300000,2
371,3,2,1,1,5,11,433,,6,52,522,,3,12,30,10,9,,,,,,,,,,,,,
371,4,2,1,1,6,13,452,,1,3,33,,3,7,30,4,9,,,,,,,,,,,,,
371,4,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
371,7,2,4,1,6,13,452,,1,3,33,,3,12,15,3,9,,,,,,,,,,,,,
372,5,1,1,1,6,13,452,,1,3,33,,3,12,30,2,9,,,,,,,,,,,,,
372,9,1,1,1,5,11,445,,6,52,526,,3,12,8,3,9,,,,,,,,,,,,,
372,12,1,1,1,6,13,452,,1,3,33,,4,12,30,1,9,,,,,,,,,,,,,
372,12,1,14,1,6,13,452,,1,3,33,,4,12,30,1,9,,,,,,,,,,,,,
373,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
373,1,2,9,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
373,1,2,27,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
373,3,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
373,5,2,7,1,9,16,542,,5,45,452,,3,4,24,6,5,2,,,2,,,2,,,,,144000,2
373,9,2,2,1,5,11,436,,6,52,523,,3,11,20,3,9,,,,,,,,,,,,,
373,10,2,2,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
373,10,2,5,1,6,13,446,,1,1,15,,3,4,20,6,9,,,,,,,,,,,,,
375,5,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
375,5,2,13,1,11,18,997,,17,93,930,,3,7,26,8,9,,,,,,,,,,,,,
375,6,2,13,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
375,6,2,24,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
375,7,2,7,1,6,13,453,,1,3,34,,3,6,30,3,9,,,,,,,,,,,,,
376,1,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
376,2,2,9,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
376,3,2,1,1,6,13,446,,1,1,15,,3,4,20,6,9,,,,,,,,,,,,,
376,3,2,20,1,6,13,446,,1,1,15,,3,4,20,5,8,,,,,,,,,,,,,
376,4,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
376,4,2,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
376,6,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
376,8,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
376,9,2,1,1,6,13,452,,1,3,31,,3,12,4,2,9,,,,,,,,,,,,,
376,13,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
377,1,1,1,1,6,13,446,,1,1,13,,3,5,26,5,9,,,,,,,,,,,,,
377,3,1,3,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
377,4,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
377,5,1,10,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
377,6,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
377,6,1,2,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
377,6,1,11,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
377,8,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
377,8,1,8,1,6,13,446,,1,1,13,,5,4,15,7,8,,,,,,,,,,,,,
377,8,1,9,1,6,13,446,,1,1,13,,5,4,20,7,8,,,,,,,,,,,,,
377,8,1,10,1,6,13,446,,1,1,13,,5,4,22,7,8,,,,,,,,,,,,,
377,10,1,1,1,6,13,446,,1,1,13,,3,5,30,6,9,,,,,,,,,,,,,
377,12,1,11,1,6,13,446,,1,1,13,,3,4,30,7,9,,,,,,,,,,,,,
377,12,1,15,1,6,13,446,,1,1,13,,3,4,30,7,9,,,,,,,,,,,,,
377,13,1,1,1,6,13,446,,1,1,13,,3,5,30,7,9,,,,,,,,,,,,,
378,3,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
378,5,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
378,6,2,3,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
378,7,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
378,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
378,8,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
378,10,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
378,11,2,1,1,6,13,446,,1,1,31,,3,4,15,3,8,,,,,,,,,,,,,
378,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
379,2,1,1,1,6,13,446,,1,1,13,,3,4,30,7,9,,,,,,,,,,,,,
379,3,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
379,3,1,2,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
379,5,1,6,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
379,6,1,3,1,6,13,446,,1,1,13,,3,4,26,5,9,,,,,,,,,,,,,
379,7,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
379,8,1,1,1,6,13,446,,1,1,15,,3,5,15,5,8,,,,,,,,,,,,,
379,8,1,2,1,5,11,436,,3,15,157,,3,10,25,8,9,,,,,,,,,,,,,
379,9,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
379,10,1,1,1,6,13,446,,1,1,15,,3,4,20,7,9,,,,,,,,,,,,,
379,11,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
380,1,2,1,1,6,13,446,,1,1,15,,3,4,20,8,9,,,,,,,,,,,,,
380,1,2,4,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
380,3,2,2,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
380,3,2,9,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
380,3,2,15,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
380,4,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
380,5,2,1,1,6,13,446,,1,1,15,,3,4,15,6,9,,,,,,,,,,,,,
380,7,2,1,1,6,13,446,,1,1,15,,3,4,15,5,9,,,,,,,,,,,,,
380,8,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
380,9,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
380,10,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
380,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
380,11,2,4,1,9,16,542,,5,45,452,,3,9,20,8,5,2,,,2,,,2,,,,5,100000,2
381,1,1,1,1,6,13,446,,1,1,15,,3,5,20,5,9,,,,,,,,,,,,,
381,1,1,13,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
381,2,1,1,1,6,13,446,,1,1,15,,3,5,15,5,9,,,,,,,,,,,,,
381,2,1,2,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
381,3,1,1,1,6,13,452,,1,3,31,,3,12,30,1,9,,,,,,,,,,,,,
381,4,1,1,1,6,13,446,,1,1,15,,3,5,20,5,9,,,,,,,,,,,,,
381,4,1,6,1,6,13,446,,1,1,15,,3,5,20,5,5,2,,,2,,,2,,,,,0,
381,4,1,7,1,6,13,446,,1,1,15,,3,5,20,5,5,2,,,2,,,2,,,,,0,
381,5,1,1,1,5,11,434,,6,52,526,,3,12,25,8,9,,,,,,,,,,,,,
381,5,1,9,1,6,13,446,,1,1,15,,3,4,4,8,9,,,,,,,,,,,,,
381,6,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
381,7,1,1,1,6,13,446,,1,1,13,,3,5,26,6,9,,,,,,,,,,,,,
381,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
381,9,1,3,1,6,13,446,,1,1,13,,3,5,26,6,8,,,,,,,,,,,,,
381,9,1,5,1,6,13,446,,1,1,13,,3,5,26,8,8,,,,,,,,,,,,,
381,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
381,11,1,2,1,6,13,446,,1,1,15,,3,5,18,4,8,,,,,,,,,,,,,
381,11,1,3,1,6,13,446,,1,1,15,,3,5,15,4,8,,,,,,,,,,,,,
381,12,1,2,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
382,2,2,19,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
382,3,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
382,4,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
382,6,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
382,6,2,2,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
382,7,2,2,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
382,8,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
382,9,2,1,1,6,13,446,,1,1,15,,3,4,20,7,9,,,,,,,,,,,,,
382,9,2,2,1,6,13,446,,1,1,15,,3,4,20,9,4,2,,,1,50000,2,2,,,,,22000,1
382,12,2,1,1,6,13,446,,1,1,15,,3,4,15,6,9,,,,,,,,,,,,,
382,12,2,6,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
383,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
384,1,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
384,2,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
384,3,2,1,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
384,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
384,6,2,3,1,11,18,997,,17,93,930,,3,6,30,6,9,,,,,,,,,,,,,
384,8,2,13,1,7,14,474,,17,93,930,,3,2,15,4,9,,,,,,,,,,,,,
384,9,2,1,1,6,13,452,,1,3,31,,3,12,30,6,9,,,,,,,,,,,,,
384,10,2,4,1,6,13,452,,1,3,32,,3,12,30,4,9,,,,,,,,,,,,,
384,12,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
385,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
385,7,1,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
385,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
386,2,2,1,1,6,13,452,,1,3,32,,3,12,30,2,9,,,,,,,,,,,,,
386,4,2,1,1,5,11,436,,3,15,155,,3,12,30,7,9,,,,,,,,,,,,,
386,9,2,4,1,5,11,437,,3,15,159,,3,12,26,8,9,,,,,,,,,,,,,
386,13,2,1,1,12,19,999,,17,93,930,,3,12,30,5,4,2,,,2,,,2,,,,,70000,2
386,13,2,4,1,5,11,432,,6,52,524,,3,1,25,6,9,,,,,,,,,,,,,
386,15,2,6,1,9,16,533,,14,90,900,,1,4,15,4,5,2,,,2,,,2,,,,,25000,2
387,1,1,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
387,2,1,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
387,2,1,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
387,3,1,2,1,6,13,446,,1,1,11,,3,4,20,6,9,,,,,,,,,,,,,
387,4,1,1,1,6,13,446,,1,1,11,,3,5,19,3,9,,,,,,,,,,,,,
387,4,1,8,1,6,13,446,,1,1,11,,3,4,4,3,8,,,,,,,,,,,,,
387,7,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
387,8,1,1,1,6,13,446,,1,1,15,,3,4,30,8,9,,,,,,,,,,,,,
387,9,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
387,9,1,4,1,6,13,446,,1,1,11,,3,3,26,6,8,,,,,,,,,,,,,
387,9,1,5,1,6,13,446,,1,1,11,,3,3,26,6,8,,,,,,,,,,,,,
387,9,1,17,1,6,13,446,,1,1,11,,3,3,3,4,8,,,,,,,,,,,,,
387,10,1,1,1,6,13,446,,1,2,23,,3,4,26,8,9,,,,,,,,,,,,,
387,10,1,3,1,6,13,446,,1,1,11,,3,3,20,4,8,,,,,,,,,,,,,
387,11,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
387,11,1,4,1,6,13,453,,1,3,34,,3,7,30,6,9,,,,,,,,,,,,,
387,11,1,5,1,5,11,436,,3,15,153,,3,12,30,3,9,,,,,,,,,,,,,
387,12,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
387,12,1,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
388,1,2,1,1,6,13,452,,1,3,33,,3,12,30,4,9,,,,,,,,,,,,,
388,3,2,2,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
388,3,2,8,1,9,16,542,,5,45,452,,3,7,30,8,4,2,,,2,,,2,,,,,70000,2
388,3,2,9,1,6,13,446,,1,1,11,,3,7,30,6,8,,,,,,,,,,,,,
388,6,2,1,1,6,13,453,,1,3,34,,3,12,30,2,9,,,,,,,,,,,,,
388,7,2,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
388,8,2,1,1,6,13,446,,1,1,11,,3,5,30,6,8,,,,,,,,,,,,,
388,8,2,7,1,6,13,446,,1,1,11,,3,5,30,8,8,,,,,,,,,,,,,
388,9,2,1,1,6,13,452,,1,3,35,,3,12,30,2,9,,,,,,,,,,,,,
388,12,2,12,1,6,13,446,,1,1,11,,3,5,30,8,8,,,,,,,,,,,,,
389,1,1,3,1,6,13,446,,1,1,11,,3,4,20,5,8,,,,,,,,,,,,,
389,1,1,12,1,6,13,446,,1,1,11,,3,4,20,6,9,,,,,,,,,,,,,
389,7,1,1,1,6,13,446,,1,1,11,,3,4,30,5,9,,,,,,,,,,,,,
389,7,1,2,1,6,13,446,,1,1,11,,3,4,30,5,8,,,,,,,,,,,,,
389,8,1,1,1,5,11,431,,6,52,521,,3,5,30,8,8,,,,,,,,,,,,,
389,8,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
389,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
390,1,1,1,1,7,14,470,,5,45,452,,3,9,10,8,9,,,,,,,,,,,,,
390,2,1,1,1,6,13,446,,1,1,11,,3,4,25,8,9,,,,,,,,,,,,,
390,3,1,5,1,6,13,446,,1,1,11,,3,2,26,8,8,,,,,,,,,,,,,
390,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
390,5,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
390,6,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
390,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
390,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
390,9,1,3,1,5,11,437,,6,52,523,,3,12,30,3,9,,,,,,,,,,,,,
390,9,1,5,1,5,11,437,,6,52,523,,3,12,20,1,8,,,,,,,,,,,,,
390,10,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
390,10,1,2,1,6,13,452,,1,3,31,,3,12,30,4,8,,,,,,,,,,,,,
390,10,1,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
390,11,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
390,12,1,5,1,6,13,446,,1,1,11,,3,2,15,6,8,,,,,,,,,,,,,
390,12,1,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
390,12,1,8,1,6,13,446,,1,1,11,,3,2,5,3,8,,,,,,,,,,,,,
391,1,2,1,1,6,13,452,,1,3,35,,3,12,30,8,8,,,,,,,,,,,,,
391,1,2,2,1,6,13,446,,1,1,11,,3,5,30,7,8,,,,,,,,,,,,,
391,2,2,1,1,6,13,446,,1,1,11,,3,6,15,6,9,,,,,,,,,,,,,
391,2,2,12,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
391,3,2,1,1,6,13,452,,1,3,31,,3,12,30,6,9,,,,,,,,,,,,,
391,4,2,1,1,6,13,446,,1,1,15,,3,3,15,3,9,,,,,,,,,,,,,
391,5,2,1,1,6,13,452,,1,3,32,,3,12,30,4,9,,,,,,,,,,,,,
391,5,2,7,1,5,11,437,,6,52,522,,3,12,4,7,9,,,,,,,,,,,,,
391,6,2,1,1,6,13,452,,1,3,35,,3,12,30,4,9,,,,,,,,,,,,,
391,7,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
391,8,2,9,1,6,13,452,,1,3,35,,3,12,30,4,9,,,,,,,,,,,,,
391,9,2,1,1,6,13,452,,1,3,31,,3,12,30,6,9,,,,,,,,,,,,,
391,9,2,2,1,6,13,453,,1,3,34,,3,12,30,8,9,,,,,,,,,,,,,
391,11,2,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
391,12,2,1,1,6,13,452,,1,3,35,,3,12,30,8,9,,,,,,,,,,,,,
391,12,2,2,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
392,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
392,1,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
392,4,1,1,1,6,13,446,,1,1,11,,3,3,15,8,9,,,,,,,,,,,,,
392,5,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
392,5,1,2,1,6,13,446,,1,1,11,,3,3,15,6,8,,,,,,,,,,,,,
392,5,1,5,1,6,13,446,,1,1,11,,3,3,30,8,8,,,,,,,,,,,,,
392,6,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
392,7,1,8,1,7,14,474,,3,20,202,,3,1,15,8,3,2,,,2,,,2,,,,,25000,2
392,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
392,8,1,2,1,6,13,446,,1,1,15,,3,2,30,8,8,2,,,2,,,2,,,,,24000,2
392,8,1,6,1,6,13,446,,1,1,11,,3,3,30,8,8,,,,,,,,,,,,,
392,10,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
392,11,1,8,1,6,13,455,,1,5,51,,3,6,10,4,4,2,,,2,,,2,,,,,20000,2
392,12,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
392,12,1,15,1,6,13,453,,1,3,34,,3,9,8,8,9,,,,,,,,,,,,,
393,2,2,2,1,5,11,409,,6,52,523,,3,10,24,5,9,,,,,,,,,,,,,
393,3,2,1,1,12,19,998,,17,93,930,,3,12,26,8,10,,,,,,,,,,,,,
393,4,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
393,4,2,9,1,6,13,446,,1,1,15,,3,3,15,3,8,,,,,,,,,,,,,
393,5,2,1,1,6,13,452,,1,3,35,,3,12,30,1,9,,,,,,,,,,,,,
393,6,2,3,1,5,11,430,,6,51,518,,3,7,26,7,9,,,,,,,,,,,2,,
393,8,2,2,1,6,13,446,,1,1,11,,3,5,30,8,9,,,,,,,,,,,,,
393,8,2,4,1,6,13,446,,1,1,11,,3,5,30,7,8,,,,,,,,,,,,,
393,9,2,1,1,6,13,446,,1,1,11,,3,5,25,6,8,,,,,,,,,,,,,
393,9,2,2,1,6,13,453,,1,3,34,,3,12,30,6,9,,,,,,,,,,,,,
393,10,2,1,1,6,13,453,,1,3,34,,3,12,30,2,9,,,,,,,,,,,,,
393,11,2,1,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
393,11,2,5,1,6,13,446,,1,1,11,,3,5,25,6,9,,,,,,,,,,,,,
394,2,1,1,1,6,13,446,,1,1,11,,3,3,26,7,9,,,,,,,,,,,,,
394,3,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
394,6,1,4,1,9,16,533,,17,93,930,,3,8,10,5,5,2,,,2,,,2,,,,,15000,2
394,7,1,1,1,7,14,470,,5,45,452,,3,6,26,8,5,2,,,2,,,2,,,,,30000,2
394,7,1,2,1,6,13,463,,1,1,11,,3,3,26,8,8,,,,,,,,,,,,,
394,8,1,2,1,5,11,409,,3,15,152,,3,2,30,8,9,,,,,,,,,,,,,
394,9,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
394,12,1,1,1,11,18,997,,17,93,930,,3,8,15,8,9,,,,,,,,,,,1,,
395,1,2,1,1,6,13,446,,1,1,13,,3,6,26,7,9,,,,,,,,,,,,,
395,3,2,1,1,6,13,446,,1,1,11,,3,6,25,6,8,,,,,,,,,,,,,
395,3,2,3,1,6,13,446,,1,1,11,,3,7,25,7,8,,,,,,,,,,,,,
395,4,2,1,1,6,13,452,,1,3,33,,3,12,30,4,9,,,,,,,,,,,,,
395,5,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
395,5,2,2,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
395,7,2,1,1,6,13,452,,1,3,31,,3,12,15,2,9,,,,,,,,,,,,,
395,7,2,3,1,6,13,452,,1,3,33,,3,12,30,4,9,,,,,,,,,,,,,
395,9,2,1,1,12,19,999,,16,92,924,,3,12,15,7,9,,,,,,,,,,,,,
395,10,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
395,11,2,1,1,6,13,446,,1,1,11,,3,7,25,8,8,,,,,,,,,,,,,
395,11,2,2,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
395,11,2,8,1,6,13,446,,1,1,11,,3,7,25,7,8,,,,,,,,,,,,,
395,12,2,1,1,6,13,446,,1,1,11,,3,4,20,6,8,,,,,,,,,,,,,
395,12,2,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
396,1,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
396,2,1,9,1,6,13,446,,1,1,11,,3,2,10,7,9,,,,,,,,,,,,,
396,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
396,4,1,3,1,6,13,446,,1,1,11,,3,2,30,8,8,,,,,,,,,,,,,
396,4,1,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
396,7,1,1,1,7,14,470,,5,45,452,,3,5,15,8,5,2,,,2,,,2,,,,,45000,2
396,7,1,8,1,6,13,446,,1,1,11,,3,1,8,6,8,,,,,,,,,,,,,
396,7,1,10,1,6,13,446,,1,1,11,,3,1,7,6,8,,,,,,,,,,,,,
396,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
396,9,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
396,9,1,10,1,6,13,446,,1,1,11,,3,4,20,8,8,,,,,,,,,,,,,
396,10,1,1,1,6,13,446,,1,1,11,,3,1,8,5,8,,,,,,,,,,,,,
396,10,1,2,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
396,11,1,1,1,6,13,446,,1,1,11,,3,5,15,6,9,,,,,,,,,,,,,
396,12,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
396,12,1,6,1,6,13,446,,1,1,11,,3,1,10,7,8,,,,,,,,,,,,,
396,12,1,10,1,6,13,446,,1,1,11,,3,1,8,4,8,,,,,,,,,,,,,
396,12,1,15,1,6,13,446,,1,1,11,,3,1,10,6,8,,,,,,,,,,,,,
397,2,2,1,1,6,13,446,,1,1,11,,3,5,25,6,8,,,,,,,,,,,,,
397,2,2,2,1,6,13,446,,1,1,11,,3,7,25,7,8,,,,,,,,,,,,,
397,3,2,1,1,6,13,446,,1,1,11,,3,5,25,8,8,,,,,,,,,,,,,
397,4,2,1,1,6,13,446,,1,1,11,,3,6,20,6,9,,,,,,,,,,,,,
397,5,2,1,1,6,13,446,,1,1,11,,3,6,30,6,8,,,,,,,,,,,,,
397,5,2,4,1,6,13,446,,1,1,15,,3,4,30,5,9,,,,,,,,,,,,,
397,6,2,1,1,6,13,446,,1,1,15,,3,5,15,5,8,,,,,,,,,,,,,
397,6,2,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
397,7,2,1,1,6,13,446,,1,1,11,,3,5,25,6,9,,,,,,,,,,,,,
397,7,2,2,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
397,7,2,3,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
397,7,2,4,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
397,8,2,1,1,6,13,446,,1,1,15,,5,4,15,5,8,,,,,,,,,,,,,
397,8,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
397,9,2,2,1,6,13,446,,1,1,11,,3,5,25,7,9,,,,,,,,,,,,,
397,10,2,6,1,6,13,452,,1,3,32,,3,12,30,3,9,,,,,,,,,,,,,
397,11,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
397,12,2,1,1,6,13,446,,1,1,11,,3,6,30,6,9,,,,,,,,,,,,,
398,1,1,1,1,6,13,446,,1,1,11,,3,3,26,8,8,,,,,,,,,,,,,
398,1,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
398,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
398,3,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
398,4,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
398,5,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
398,5,1,4,1,9,16,542,,5,45,452,,3,4,19,6,5,2,,,2,,,1,7500,2,4,,100000,2
398,7,1,1,1,6,13,446,,1,1,15,,3,1,15,8,8,,,,,,,,,,,,,
398,7,1,3,1,6,13,446,,1,1,11,,3,3,10,7,8,,,,,,,,,,,,,
398,7,1,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
398,8,1,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
