"grappe","menage","vague","membres__id","s04q50","s04q51b","s04q51c","s04q51d","s04q51dbis","s04q52b","s04q52c","s04q52d","s04q52dbis","s04q53","s04q54","s04q55","s04q56","s04q57","s04q59","s04q60","s04q60_unite","s04q61","s04q62","s04q62_unite","s04q63","s04q64","s04q64_unite","s04q64_controle__0","s04q28b","s04q58","s04q58_unite"
398,9,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
398,9,1,13,1,6,13,463,,1,1,11,,3,3,20,6,8,,,,,,,,,,,,,
398,9,1,15,1,6,13,463,,1,1,11,,3,3,20,6,8,,,,,,,,,,,,,
398,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
398,10,1,2,1,6,13,446,,1,1,11,,3,5,13,5,8,,,,,,,,,,,,,
398,10,1,14,1,6,13,446,,1,1,11,,3,5,15,5,8,,,,,,,,,,,,,
398,11,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
398,12,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
398,12,1,12,1,6,13,446,,1,1,11,,3,3,30,8,8,,,,,,,,,,,,,
399,1,2,1,1,6,13,446,,1,1,19,,3,6,10,5,9,,,,,,,,,,,,,
399,1,2,15,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
399,2,2,1,1,6,13,452,,1,3,32,,3,12,30,6,8,,,,,,,,,,,9,,
399,3,2,1,1,6,13,446,,1,1,11,,3,8,30,8,9,,,,,,,,,,,,,
399,4,2,1,1,6,13,446,,1,1,15,,3,11,15,3,9,,,,,,,,,,,,,
399,6,2,5,1,8,15,519,,8,60,603,,3,12,10,4,10,,,,,,,,,,,,,
399,6,2,20,1,6,13,452,,1,3,35,,3,12,30,6,9,,,,,,,,,,,,,
399,7,2,2,1,6,13,446,,1,3,32,,3,12,30,6,8,,,,,,,,,,,9,,
399,7,2,3,1,6,13,452,,1,3,32,,3,12,30,5,9,,,,,,,,,,,,,
399,7,2,4,1,12,19,998,,1,1,11,,3,3,30,8,9,,,,,,,,,,,,,
399,8,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
399,8,2,2,1,6,13,452,,1,3,32,,3,12,30,4,9,,,,,,,,,,,,,
399,9,2,1,1,6,13,452,,1,3,32,,3,12,12,4,9,,,,,,,,,,,,,
399,10,2,1,1,6,13,446,,1,1,11,,3,3,30,8,9,,,,,,,,,,,,,
399,10,2,2,1,6,13,446,,1,1,11,,3,3,30,8,8,,,,,,,,,,,,,
399,11,2,1,1,5,11,433,,6,52,522,,3,3,15,4,9,,,,,,,,,,,,,
399,12,2,7,1,6,13,449,,1,3,32,,3,12,30,4,9,,,,,,,,,,,,,
400,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
400,1,1,4,1,6,13,446,,1,1,11,,3,4,20,6,8,,,,,,,,,,,,,
400,1,1,5,1,9,16,533,,17,93,930,,5,3,30,9,5,2,,,2,,,2,,,,,20000,2
400,2,1,1,1,6,13,446,,1,1,15,,3,1,6,4,8,,,,,,,,,,,,,
400,2,1,4,1,6,13,446,,1,1,11,,3,1,6,3,8,,,,,,,,,,,,,
400,2,1,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
400,2,1,10,1,6,13,446,,1,1,15,,3,2,4,3,8,,,,,,,,,,,,,
400,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
400,6,1,15,1,6,13,446,,1,1,15,,3,5,22,5,9,,,,,,,,,,,,,
400,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
400,8,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
400,9,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
400,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
400,10,1,2,1,6,13,446,,1,1,11,,3,2,6,2,8,,,,,,,,,,,,,
400,10,1,8,1,6,13,446,,1,1,15,,3,2,6,4,8,,,,,,,,,,,,,
400,11,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
400,12,1,1,1,6,13,446,,1,1,15,,3,3,29,4,9,,,,,,,,,,,,,
401,2,2,1,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
401,2,2,2,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
401,3,2,2,1,11,18,997,,17,93,930,,3,5,15,5,9,,,,,,,,,,,,,
401,4,2,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
401,5,2,1,1,6,13,452,,1,3,33,,3,12,30,4,9,,,,,,,,,,,,,
402,2,1,3,1,6,13,452,,1,3,35,,3,12,30,1,9,,,,,,,,,,,,,
402,6,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
402,6,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
402,7,1,1,1,6,13,446,,1,1,15,,3,8,30,3,9,,,,,,,,,,,,,
402,8,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
402,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
402,10,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
402,13,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
402,13,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
402,14,1,2,1,6,13,446,,1,1,11,,3,3,5,5,9,,,,,,,,,,,,,
403,3,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
403,3,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
403,5,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
403,5,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
403,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
404,1,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
404,2,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
404,7,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
404,14,1,1,1,6,13,446,,1,1,13,,3,5,19,5,9,,,,,,,,,,,,,
405,1,2,4,1,6,13,453,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
405,2,2,1,1,6,13,452,,1,3,33,,3,12,30,2,9,,,,,,,,,,,,,
405,3,2,1,1,6,13,446,,1,1,11,,3,12,30,4,9,,,,,,,,,,,,,
405,3,2,2,1,6,13,446,,1,1,11,,3,5,25,6,8,,,,,,,,,,,,,
405,3,2,7,1,6,13,446,,1,1,11,,3,5,25,6,8,,,,,,,,,,,,,
405,6,2,1,1,6,13,446,,1,1,15,,3,5,15,6,9,,,,,,,,,,,,,
405,7,2,5,1,6,13,446,,1,1,11,,3,5,25,7,9,,,,,,,,,,,,,
405,7,2,6,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
405,7,2,8,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
405,7,2,9,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
405,8,2,1,1,6,13,446,,1,1,11,,3,6,25,7,9,,,,,,,,,,,,,
405,8,2,2,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
405,8,2,26,1,6,13,446,,1,1,11,,3,6,25,7,8,,,,,,,,,,,,,
405,10,2,1,1,6,13,452,,1,3,32,,3,12,30,5,8,,,,,,,,,,,,,
405,10,2,2,1,6,13,452,,1,3,33,,3,12,30,5,9,,,,,,,,,,,,,
405,10,2,9,1,6,13,446,,1,1,11,,3,6,25,7,8,,,,,,,,,,,,,
405,10,2,10,1,6,13,452,,1,3,33,,3,12,30,5,9,,,,,,,,,,,,,
405,11,2,1,1,6,13,446,,1,1,19,,3,5,15,5,9,,,,,,,,,,,,,
405,12,2,1,1,6,13,452,,1,3,32,,3,12,30,4,9,,,,,,,,,,,,,
406,1,1,1,1,5,11,429,,3,16,161,,3,12,30,3,9,,,,,,,,,,,,,
406,1,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
406,2,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
406,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
406,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
406,10,1,1,1,6,13,452,,1,3,32,,3,8,30,1,9,,,,,,,,,,,,,
406,11,1,1,1,6,13,452,,1,3,31,,3,12,30,1,9,,,,,,,,,,,,,
406,11,1,6,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
407,1,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
407,2,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
407,4,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
407,6,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
407,7,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
407,10,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
407,11,2,1,1,6,13,446,,1,1,15,,3,4,10,3,9,,,,,,,,,,,,,
407,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
407,12,2,5,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
407,12,2,14,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
408,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
408,6,1,17,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
409,1,2,2,1,6,13,452,,1,3,33,,3,12,30,3,9,,,,,,,,,,,,,
409,2,2,1,1,6,13,452,,1,3,33,,3,12,30,5,9,,,,,,,,,,,,,
409,5,2,5,1,6,13,446,,1,1,11,,3,5,20,5,9,,,,,,,,,,,,,
409,5,2,7,1,6,13,452,,1,3,35,,3,12,30,2,9,,,,,,,,,,,,,
409,6,2,1,1,6,13,446,,1,1,15,,3,6,30,5,9,,,,,,,,,,,,,
409,7,2,1,1,6,13,452,,1,3,35,,3,12,30,2,9,,,,,,,,,,,,,
409,8,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
409,8,2,4,1,6,13,446,,1,1,15,,3,5,17,5,9,,,,,,,,,,,,,
409,9,2,1,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
409,10,2,1,1,6,13,452,,1,3,33,,3,12,30,5,9,,,,,,,,,,,,,
409,10,2,10,1,6,13,453,,1,3,34,,3,12,30,1,8,,,,,,,,,,,,,
409,12,2,1,1,6,13,446,,1,1,11,,3,5,25,8,9,,,,,,,,,,,,,
409,12,2,3,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
409,12,2,7,1,6,13,446,,1,1,11,,3,5,25,7,8,,,,,,,,,,,,,
410,3,2,1,1,6,13,453,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
410,4,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
410,5,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
410,5,2,3,1,6,13,446,,1,1,11,,3,4,24,8,9,,,,,,,,,,,,,
410,6,2,1,1,6,13,446,,1,1,11,,3,4,15,4,9,,,,,,,,,,,,,
410,6,2,2,1,6,13,446,,1,1,11,,3,4,20,5,8,,,,,,,,,,,,,
410,8,2,1,1,6,13,452,,1,3,31,,3,12,30,2,9,,,,,,,,,,,,,
410,10,2,1,1,6,13,446,,1,1,13,,3,3,17,4,9,,,,,,,,,,,,,
410,11,2,1,1,6,13,446,,1,1,15,,3,5,17,5,9,,,,,,,,,,,,,
410,12,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
410,13,2,1,1,5,11,445,,17,93,930,,3,12,4,5,9,,,,,,,,,,,,,
411,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
411,1,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
411,1,1,6,1,6,13,446,,1,1,13,,3,5,15,6,9,,,,,,,,,,,,,
411,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
411,2,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
411,2,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
411,3,1,1,1,6,13,446,,1,1,15,,3,5,8,4,9,,,,,,,,,,,,,
411,4,1,1,1,6,13,446,,1,1,11,,3,5,15,4,9,,,,,,,,,,,,,
411,4,1,5,1,6,13,446,,1,1,11,,3,4,19,3,8,,,,,,,,,,,,,
411,5,1,1,1,6,13,455,,1,5,52,,3,5,15,5,9,,,,,,,,,,,,,
411,6,1,1,1,6,13,446,,1,1,15,,3,4,20,8,9,,,,,,,,,,,,,
411,7,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
411,9,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
411,9,1,5,1,5,11,436,,6,52,523,,3,2,22,4,9,,,,,,,,,,,,,
411,10,1,1,1,6,13,446,,1,1,13,,3,6,14,4,9,,,,,,,,,,,,,
411,11,1,1,1,6,13,446,,1,1,13,,3,5,18,4,9,,,,,,,,,,,,,
411,11,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
411,11,1,9,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
411,12,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
412,1,2,1,1,6,13,446,,1,1,15,,3,4,26,5,9,,,,,,,,,,,,,
412,1,2,17,1,6,13,446,,1,1,15,,3,4,26,5,8,,,,,,,,,,,,,
412,2,2,3,1,5,10,419,,17,93,930,,3,12,4,3,9,,,,,,,,,,,,,
412,3,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
412,3,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
412,3,2,4,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
412,6,2,4,1,9,16,542,,5,45,452,,3,4,15,6,5,2,,,2,,,2,,,,,45000,2
412,6,2,9,1,6,13,455,,1,5,51,,3,12,10,4,8,,,,,,,,,,,,,
412,6,2,12,1,6,13,455,,1,5,53,,3,3,22,6,9,,,,,,,,,,,,,
412,6,2,13,1,6,13,455,,1,5,51,,3,12,8,6,4,2,,,2,,,2,,,,,10000,2
412,7,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
412,7,2,2,1,5,11,436,,3,15,158,,3,7,24,4,9,,,,,,,,,,,,,
412,9,2,8,1,6,13,463,,3,15,158,,3,10,15,8,9,,,,,,,,,,,,,
412,11,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
412,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
412,12,2,3,1,6,13,463,,3,15,158,,3,6,15,7,9,,,,,,,,,,,,,
412,12,2,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
413,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
413,2,1,1,1,6,13,446,,1,1,18,,3,5,30,4,8,,,,,,,,,,,,,
413,2,1,4,1,6,13,446,,1,1,15,,3,5,15,3,9,,,,,,,,,,,,,
413,3,1,1,1,6,13,446,,1,1,13,,3,5,26,3,9,,,,,,,,,,,,,
413,5,1,1,1,6,13,446,,1,1,15,,3,5,15,6,8,,,,,,,,,,,,,
413,5,1,8,1,6,13,446,,1,1,15,,3,5,14,2,9,,,,,,,,,,,,,
413,6,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
413,6,1,9,1,6,13,446,,1,1,11,,3,5,26,3,9,,,,,,,,,,,,,
413,7,1,6,1,6,13,446,,1,1,15,,3,5,15,1,9,,,,,,,,,,,,,
413,7,1,20,1,5,11,432,,6,52,524,,3,12,30,4,9,,,,,,,,,,,,,
413,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
413,8,1,22,1,6,13,446,,1,1,15,,3,4,18,4,8,,,,,,,,,,,,,
413,9,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
413,10,1,23,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
413,11,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
413,11,1,8,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
413,11,1,15,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
413,12,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
414,2,2,1,1,6,13,452,,1,3,32,,3,12,30,1,9,,,,,,,,,,,,,
414,4,2,1,1,5,11,445,,6,52,523,,3,5,15,5,9,,,,,,,,,,,,,
414,4,2,15,1,9,16,542,,5,45,452,,3,5,25,7,4,2,,,2,,,2,,,,,9999,
414,5,2,1,1,7,14,499,,3,18,180,,3,12,30,8,9,,,,,,,,,,,,,
414,7,2,1,1,6,13,446,,1,1,11,,3,7,22,5,9,,,,,,,,,,,,,
414,8,2,1,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
414,8,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
414,9,2,1,1,6,13,453,,1,3,34,,3,12,30,1,8,,,,,,,,,,,,,
414,9,2,2,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
414,10,2,7,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
414,12,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
414,12,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
414,13,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
415,1,1,7,1,5,11,436,,3,15,157,,3,0,10,5,9,,,,,,,,,,,,,
415,2,1,11,1,6,13,446,,1,1,15,,3,3,20,7,8,,,,,,,,,,,,,
415,3,1,1,1,5,11,436,,3,15,157,,3,9,30,3,9,,,,,,,,,,,,,
415,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
415,4,1,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
415,10,1,1,1,12,19,999,,17,93,930,,3,12,20,3,9,,,,,,,,,,,,,
415,11,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
415,11,1,6,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
415,12,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
415,12,1,3,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
416,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
416,4,1,3,1,11,18,997,,6,52,524,,3,4,12,1,9,,,,,,,,,,,,,
416,7,1,4,1,6,13,446,,1,1,13,,3,3,24,4,8,,,,,,,,,,,,,
416,9,1,1,1,6,13,446,,1,1,11,,3,3,3,6,9,,,,,,,,,,,,,
416,11,1,1,1,5,11,432,,6,52,524,,3,10,30,1,9,,,,,,,,,,,,,
417,2,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
417,7,2,9,1,6,13,446,,1,1,11,,3,3,20,5,8,,,,,,,,,,,,,
417,7,2,10,1,6,13,446,,1,1,11,,3,3,20,5,8,,,,,,,,,,,,,
417,10,2,1,1,6,13,446,,1,1,15,,3,1,7,5,8,,,,,,,,,,,,,
417,13,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
418,1,2,1,1,6,13,446,,1,1,15,,3,4,15,8,9,,,,,,,,,,,,,
418,1,2,4,1,6,13,446,,1,1,15,,3,4,15,5,9,,,,,,,,,,,,,
418,2,2,1,1,6,13,446,,1,1,11,,3,5,25,6,9,,,,,,,,,,,,,
418,3,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
418,5,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
418,7,2,3,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
418,8,2,1,1,6,13,446,,1,1,15,,3,6,20,6,9,,,,,,,,,,,,,
418,9,2,2,1,6,13,446,,1,1,15,,3,1,4,4,8,,,,,,,,,,,,,
418,9,2,9,1,6,13,446,,1,1,15,,3,12,30,6,8,,,,,,,,,,,,,
418,10,2,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
418,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
418,12,2,1,1,6,13,446,,1,1,15,,3,5,30,7,9,,,,,,,,,,,,,
419,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
419,1,1,3,1,2,5,207,,2,14,143,,3,12,8,2,9,,,,,,,,,,,,,
419,1,1,13,1,5,10,418,,8,60,602,,3,12,28,9,9,,,,,,,,,,,,,
419,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
419,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
419,7,1,3,1,6,13,452,,1,3,31,,3,8,7,5,9,,,,,,,,,,,,,
419,8,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
419,9,1,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
419,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
419,11,1,1,1,6,13,453,,1,3,34,,3,12,30,1,9,,,,,,,,,,,,,
419,11,1,3,1,6,13,446,,1,1,13,,3,4,12,4,9,,,,,,,,,,,,,
419,11,1,4,1,6,13,446,,1,1,13,,3,5,24,6,9,,,,,,,,,,,,,
420,2,2,1,1,6,13,446,,1,1,11,,3,4,26,12,9,,,,,,,,,,,,,
420,2,2,2,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
420,4,2,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
420,5,2,1,1,6,13,446,,1,1,11,,3,3,26,5,9,,,,,,,,,,,,,
420,5,2,2,1,6,13,446,,1,1,11,,3,4,20,5,8,,,,,,,,,,,,,
420,5,2,10,1,6,13,446,,1,1,11,,3,4,20,5,8,,,,,,,,,,,,,
420,6,2,1,1,6,13,446,,1,1,11,,3,2,10,5,9,,,,,,,,,,,,,
420,7,2,7,1,6,13,446,,1,1,11,,3,2,26,8,8,,,,,,,,,,,,,
420,7,2,13,1,6,13,446,,1,1,15,,3,2,20,4,8,,,,,,,,,,,,,
420,8,2,1,1,2,5,156,,13,85,851,,2,6,6,2,6,2,,,2,,,2,,,,,25000,4
420,9,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
420,11,2,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
420,12,2,1,1,6,13,,"Eleveur",1,3,,"Eleveur",3,,,,9,,,,,,,,,,,,,
421,2,1,1,1,6,13,455,,1,5,52,,3,10,5,5,9,,,,,,,,,,,,,
421,2,1,2,1,6,13,447,,1,1,14,,3,12,5,5,8,,,,,,,,,,,,,
421,2,1,4,1,6,13,447,,1,1,14,,3,10,5,5,8,,,,,,,,,,,,,
421,2,1,7,1,6,13,447,,1,1,14,,3,12,5,5,8,,,,,,,,,,,,,
421,4,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
421,6,1,1,1,9,16,542,,5,45,452,,3,4,26,4,4,2,,,2,,,1,3000,1,1,,312000,2
421,9,1,2,1,6,13,463,,3,15,158,,3,3,30,7,9,,,,,,,,,,,,,
421,11,1,1,1,2,6,120,,12,80,802,,2,9,12,3,9,,,,,,,,,,,,,
422,3,2,1,1,6,13,452,,1,3,32,,3,8,16,3,9,,,,,,,,,,,,,
422,3,2,2,1,6,13,453,,1,3,34,,3,8,19,3,9,,,,,,,,,,,,,
422,4,2,1,1,6,13,453,,1,3,34,,3,7,21,3,9,,,,,,,,,,,,,
422,6,2,1,1,6,13,446,,1,1,15,,3,4,20,6,9,,,,,,,,,,,,,
422,9,2,4,1,6,13,446,,1,1,15,,3,4,15,8,8,,,,,,,,,,,,,
422,9,2,6,1,6,13,446,,1,1,15,,3,4,5,3,8,,,,,,,,,,,,,
422,9,2,7,1,6,13,446,,1,1,15,,3,4,6,3,8,,,,,,,,,,,,,
422,13,2,1,1,6,13,452,,1,3,33,,3,12,30,1,9,,,,,,,,,,,,,
422,15,2,2,1,6,13,453,,1,3,34,,3,4,18,3,9,,,,,,,,,,,,,
423,3,1,5,1,11,18,997,,17,93,930,,3,12,3,3,3,2,,,2,,,2,,,,,75000,2
424,1,2,1,1,5,10,517,,8,60,603,,3,6,18,4,9,,,,,,,,,,,,,
424,1,2,2,1,6,13,453,,1,3,34,,3,7,21,3,9,,,,,,,,,,,,,
424,4,2,1,1,11,18,997,,17,93,930,,3,1,25,8,9,,,,,,,,,,,,,
424,6,2,1,1,6,13,452,,1,3,32,,3,9,30,4,9,,,,,,,,,,,,,
424,8,2,1,1,5,10,418,,8,60,602,,3,12,30,1,10,,,,,,,,,,,,,
425,1,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
425,6,1,2,1,7,14,497,,3,36,361,,3,3,30,5,9,,,,,,,,,,,,,
425,7,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
425,8,1,10,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
425,12,1,1,1,12,19,999,,8,60,603,,3,9,30,5,9,,,,,,,,,,,,,
425,13,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
427,2,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
427,3,1,1,1,6,13,,,1,5,,,3,,,,9,,,,,,,,,,,,,
427,10,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
427,10,1,2,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
427,11,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
428,1,2,1,1,6,13,452,,1,3,33,,3,12,25,2,9,,,,,,,,,,,,,
428,1,2,6,1,6,13,452,,1,3,33,,3,12,2,4,8,,,,,,,,,,,,,
428,3,2,1,1,11,18,997,,6,52,524,,3,7,20,5,9,,,,,,,,,,,,,
428,4,2,2,1,6,13,452,,1,3,32,,3,7,30,3,9,,,,,,,,,,,,,
428,6,2,1,1,6,13,452,,1,3,32,,3,4,18,3,9,,,,,,,,,,,,,
428,9,2,2,1,6,13,453,,1,3,34,,3,7,15,3,9,,,,,,,,,,,,,
428,11,2,1,1,6,13,446,,1,1,15,,3,5,25,6,9,,,,,,,,,,,,,
428,12,2,3,1,6,13,453,,1,3,34,,3,7,30,3,9,,,,,,,,,,,,,
429,2,1,6,1,6,13,446,,1,1,15,,3,5,26,8,8,,,,,,,,,,,,,
429,3,1,1,1,6,13,,,1,3,,,3,,,,9,,,,,,,,,,,,,
429,3,1,4,1,6,13,463,,1,1,11,,3,3,24,5,8,,,,,,,,,,,,,
429,4,1,1,1,9,16,538,,17,93,930,,2,7,26,8,4,2,,,2,,,2,,,,,90000,2
429,5,1,1,1,6,13,446,,1,1,11,,3,4,22,9,9,,,,,,,,,,,,,
429,7,1,1,1,6,13,446,,1,1,,,3,,,,9,,,,,,,,,,,,,
